audition_id,requirement_id,talent_id,audition_date,audition_format,technical_score,artistic_score,response_to_direction_score,safety_awareness_score,panel_score,audition_outcome,panel_notes
AUD-001657,REQ-0053,TAL-0116,2026-07-27,In Person,61.2,89.8,74.1,94.3,77.88,Pass,Strong fit for the production vocabulary.
AUD-001658,REQ-0053,TAL-0392,2026-07-26,Self-Tape,80.8,96.1,85.0,83.8,87.18,Pass,Good ensemble awareness and reliable preparation.
AUD-001659,REQ-0053,TAL-0141,2026-07-25,Live Video,86.2,89.2,88.8,79.9,86.81,Pass,Strong fit for the production vocabulary.
AUD-001660,REQ-0053,TAL-0156,2026-07-24,Live Video,96.3,100.0,71.7,77.6,90.51,Pass,Strong fit for the production vocabulary.
AUD-001661,REQ-0053,TAL-0378,2026-07-23,Self-Tape,87.4,93.9,71.2,77.7,85.34,Pass,Does not yet meet the production-specific performance threshold.
AUD-001662,REQ-0053,TAL-0225,2026-07-27,Live Video,77.2,91.3,67.5,82.3,80.96,Pass,Technically capable with minor coaching needs.
AUD-001663,REQ-0053,TAL-0162,2026-07-26,Self-Tape,95.2,95.8,68.0,25.0,80.68,Pass,Technically capable with minor coaching needs.
AUD-001664,REQ-0053,TAL-0146,2026-07-27,Live Video,74.1,73.0,89.3,95.4,79.44,Pass,Strong fit for the production vocabulary.
AUD-001665,REQ-0053,TAL-0405,2026-07-25,In Person,89.9,100.0,85.8,90.8,92.72,Pass,Technically capable with minor coaching needs.
AUD-001666,REQ-0053,TAL-0187,2026-07-25,Self-Tape,82.0,82.6,100.0,85.9,85.99,Pass,Good ensemble awareness and reliable preparation.
AUD-001667,REQ-0053,TAL-0045,2026-07-26,Technical Assessment,99.2,100.0,84.5,94.7,96.2,Pass,Does not yet meet the production-specific performance threshold.
AUD-001668,REQ-0053,TAL-0126,2026-07-23,Self-Tape,81.5,77.7,66.9,81.1,77.52,Pass,Technically capable with minor coaching needs.
AUD-001669,REQ-0053,TAL-0349,2026-07-23,In Person,100.0,100.0,77.2,95.6,95.28,Pass,Further assessment recommended before final casting.
AUD-001670,REQ-0053,TAL-0119,2026-07-27,Self-Tape,82.6,82.0,86.2,77.7,82.36,Pass,Technically capable with minor coaching needs.
AUD-001671,REQ-0053,TAL-0201,2026-07-26,Self-Tape,86.5,71.2,63.5,95.9,78.47,Pass,Strong fit for the production vocabulary.
AUD-001672,REQ-0053,TAL-0030,2026-07-23,Live Video,92.8,88.2,91.5,97.7,91.69,Pass,Good ensemble awareness and reliable preparation.
AUD-001673,REQ-0053,TAL-0031,2026-07-27,In Person,89.8,100.0,61.6,87.3,87.84,Pass,Technically capable with minor coaching needs.
AUD-001674,REQ-0053,TAL-0382,2026-07-24,Live Video,88.8,90.6,78.5,86.9,87.29,Pass,Technically capable with minor coaching needs.
AUD-001675,REQ-0053,TAL-0343,2026-07-26,Live Video,74.0,95.2,74.8,79.9,82.18,Pass,Strong fit for the production vocabulary.
AUD-001676,REQ-0053,TAL-0073,2026-07-27,In Person,86.4,93.2,84.6,96.7,89.83,Pass,Does not yet meet the production-specific performance threshold.
AUD-001677,REQ-0053,TAL-0044,2026-07-26,Self-Tape,94.8,85.5,74.4,93.8,87.83,Pass,Further assessment recommended before final casting.
AUD-001678,REQ-0053,TAL-0111,2026-07-24,Self-Tape,90.4,90.4,86.8,82.6,88.66,Pass,Further assessment recommended before final casting.
AUD-001679,REQ-0053,TAL-0473,2026-07-27,In Person,85.4,82.0,66.7,91.2,81.69,Pass,Does not yet meet the production-specific performance threshold.
AUD-001680,REQ-0053,TAL-0251,2026-07-25,In Person,100.0,98.7,100.0,90.5,98.23,Pass,Does not yet meet the production-specific performance threshold.
AUD-001681,REQ-0053,TAL-0131,2026-07-26,Live Video,89.9,100.0,100.0,83.1,94.2,Pass,Good ensemble awareness and reliable preparation.
AUD-001682,REQ-0053,TAL-0336,2026-07-26,In Person,100.0,100.0,88.3,91.7,96.73,Pass,Further assessment recommended before final casting.
AUD-001683,REQ-0053,TAL-0125,2026-07-23,In Person,86.8,92.4,63.4,76.8,83.09,Pass,Does not yet meet the production-specific performance threshold.
AUD-001684,REQ-0053,TAL-0028,2026-07-25,Self-Tape,94.6,89.7,54.7,85.6,84.49,Pass,Good ensemble awareness and reliable preparation.
AUD-001685,REQ-0053,TAL-0235,2026-07-27,In Person,66.5,80.4,82.9,100.0,78.87,Pass,Good ensemble awareness and reliable preparation.
AUD-001686,REQ-0053,TAL-0042,2026-07-26,Live Video,81.0,78.8,69.6,83.5,78.55,Pass,Further assessment recommended before final casting.
AUD-001687,REQ-0053,TAL-0276,2026-07-23,Live Video,79.3,76.2,81.7,88.5,79.97,Pass,Technically capable with minor coaching needs.
AUD-001688,REQ-0053,TAL-0444,2026-07-26,Live Video,82.5,82.8,89.5,83.3,83.97,Pass,Technically capable with minor coaching needs.
AUD-001689,REQ-0053,TAL-0318,2026-07-25,Self-Tape,91.9,88.1,92.3,74.8,88.29,Pass,Does not yet meet the production-specific performance threshold.
AUD-001690,REQ-0053,TAL-0423,2026-07-23,Live Video,81.2,90.9,77.9,25.0,76.04,Hold,Technically capable with minor coaching needs.
AUD-001691,REQ-0053,TAL-0272,2026-07-23,Technical Assessment,99.6,93.0,93.5,81.5,93.72,Pass,Good ensemble awareness and reliable preparation.
AUD-001692,REQ-0053,TAL-0134,2026-07-25,In Person,57.0,77.6,70.1,94.9,71.67,Hold,Strong fit for the production vocabulary.
AUD-001693,REQ-0053,TAL-0072,2026-07-27,In Person,91.6,70.0,85.7,94.7,83.63,Pass,Good ensemble awareness and reliable preparation.
AUD-001694,REQ-0053,TAL-0062,2026-07-27,In Person,98.0,98.3,90.2,96.4,96.47,Pass,Strong fit for the production vocabulary.
AUD-001695,REQ-0053,TAL-0035,2026-07-27,Technical Assessment,95.0,94.1,92.5,90.7,93.64,Pass,Further assessment recommended before final casting.
AUD-001696,REQ-0053,TAL-0500,2026-07-25,In Person,80.9,71.4,77.4,97.4,79.35,Pass,Technically capable with minor coaching needs.
AUD-001697,REQ-0053,TAL-0356,2026-07-25,Self-Tape,88.3,81.8,70.9,89.6,83.14,Pass,Good ensemble awareness and reliable preparation.
AUD-001698,REQ-0053,TAL-0197,2026-07-27,Live Video,80.0,64.6,91.7,75.8,76.28,Hold,Technically capable with minor coaching needs.
AUD-001699,REQ-0053,TAL-0048,2026-07-23,In Person,57.9,89.3,63.8,92.8,74.52,Hold,Further assessment recommended before final casting.
AUD-001700,REQ-0053,TAL-0481,2026-07-27,In Person,93.7,76.3,79.9,76.6,82.91,Pass,Technically capable with minor coaching needs.
AUD-001701,REQ-0060,TAL-0083,2026-08-03,Self-Tape,83.6,91.6,96.6,80.3,88.2,Pass,Does not yet meet the production-specific performance threshold.
AUD-001702,REQ-0060,TAL-0349,2026-08-05,In Person,89.5,100.0,76.0,86.9,90.28,Pass,Does not yet meet the production-specific performance threshold.
AUD-001703,REQ-0060,TAL-0330,2026-08-02,In Person,75.2,91.7,75.0,83.0,81.87,Pass,Does not yet meet the production-specific performance threshold.
AUD-001704,REQ-0060,TAL-0188,2026-08-05,Live Video,63.1,72.7,84.0,89.7,73.85,Pass,Good ensemble awareness and reliable preparation.
AUD-001705,REQ-0060,TAL-0316,2026-08-05,Self-Tape,55.1,62.5,85.1,83.2,66.95,Pass,Technically capable with minor coaching needs.
AUD-001706,REQ-0060,TAL-0119,2026-08-05,In Person,76.6,80.3,75.3,99.4,80.82,Pass,Strong fit for the production vocabulary.
AUD-001707,REQ-0060,TAL-0156,2026-08-04,Live Video,97.8,87.0,68.5,98.6,88.97,Pass,Further assessment recommended before final casting.
AUD-001708,REQ-0060,TAL-0378,2026-08-06,Self-Tape,87.5,89.6,79.8,86.8,86.73,Pass,Further assessment recommended before final casting.
AUD-001709,REQ-0060,TAL-0336,2026-08-03,In Person,100.0,100.0,89.0,81.8,95.47,Pass,Does not yet meet the production-specific performance threshold.
AUD-001710,REQ-0060,TAL-0028,2026-08-06,Self-Tape,78.7,95.7,87.9,80.1,86.33,Pass,Technically capable with minor coaching needs.
AUD-001711,REQ-0060,TAL-0103,2026-08-05,Self-Tape,85.2,90.5,82.3,82.3,86.07,Pass,Good ensemble awareness and reliable preparation.
AUD-001712,REQ-0060,TAL-0312,2026-08-06,In Person,79.3,76.6,71.6,81.0,77.23,Pass,Good ensemble awareness and reliable preparation.
AUD-001713,REQ-0060,TAL-0232,2026-08-06,Self-Tape,100.0,86.6,73.8,91.3,89.51,Pass,Further assessment recommended before final casting.
AUD-001714,REQ-0060,TAL-0186,2026-08-04,Self-Tape,59.4,62.0,78.8,25.0,58.96,Hold,Technically capable with minor coaching needs.
AUD-001715,REQ-0060,TAL-0208,2026-08-06,In Person,97.0,96.9,70.9,98.8,92.52,Pass,Does not yet meet the production-specific performance threshold.
AUD-001716,REQ-0060,TAL-0054,2026-08-02,In Person,100.0,91.3,91.3,88.4,93.85,Pass,Does not yet meet the production-specific performance threshold.
AUD-001717,REQ-0060,TAL-0071,2026-08-02,In Person,85.5,77.5,66.9,95.3,80.8,Pass,Strong fit for the production vocabulary.
AUD-001718,REQ-0060,TAL-0126,2026-08-02,Live Video,81.3,96.7,82.8,79.6,86.57,Pass,Technically capable with minor coaching needs.
AUD-001719,REQ-0060,TAL-0203,2026-08-03,Live Video,81.4,73.6,93.4,81.7,80.95,Pass,Further assessment recommended before final casting.
AUD-001720,REQ-0060,TAL-0183,2026-08-05,Self-Tape,99.5,77.1,89.5,91.8,89.01,Pass,Good ensemble awareness and reliable preparation.
AUD-001721,REQ-0060,TAL-0468,2026-08-06,In Person,76.5,72.2,95.5,88.6,80.15,Pass,Does not yet meet the production-specific performance threshold.
AUD-001722,REQ-0060,TAL-0265,2026-08-06,Self-Tape,80.6,98.0,69.9,90.3,85.95,Pass,Technically capable with minor coaching needs.
AUD-001723,REQ-0060,TAL-0116,2026-08-02,In Person,64.0,98.7,76.5,88.8,81.52,Pass,Does not yet meet the production-specific performance threshold.
AUD-001724,REQ-0060,TAL-0073,2026-08-03,Live Video,89.8,54.3,98.9,85.8,78.81,Pass,Further assessment recommended before final casting.
AUD-001725,REQ-0060,TAL-0106,2026-08-05,In Person,95.7,89.9,95.4,91.3,93.06,Pass,Technically capable with minor coaching needs.
AUD-001726,REQ-0060,TAL-0143,2026-08-03,In Person,56.8,63.1,73.5,86.6,66.12,Pass,Strong fit for the production vocabulary.
AUD-001727,REQ-0060,TAL-0380,2026-08-03,Technical Assessment,62.1,78.7,75.2,83.9,73.15,Pass,Good ensemble awareness and reliable preparation.
AUD-001728,REQ-0060,TAL-0187,2026-08-06,Live Video,89.7,90.9,90.9,88.0,90.09,Pass,Technically capable with minor coaching needs.
AUD-001729,REQ-0060,TAL-0311,2026-08-06,Live Video,55.1,61.8,62.8,76.4,61.75,Pass,Strong fit for the production vocabulary.
AUD-001730,REQ-0060,TAL-0328,2026-08-02,In Person,43.5,76.9,64.5,95.3,65.89,Pass,Technically capable with minor coaching needs.
AUD-001731,REQ-0060,TAL-0117,2026-08-02,In Person,87.0,100.0,88.2,25.0,82.96,Pass,Does not yet meet the production-specific performance threshold.
AUD-001732,REQ-0060,TAL-0251,2026-08-04,Live Video,100.0,100.0,81.6,95.3,96.03,Pass,Strong fit for the production vocabulary.
AUD-001733,REQ-0060,TAL-0425,2026-08-06,In Person,77.8,79.4,84.4,89.7,81.2,Pass,Technically capable with minor coaching needs.
AUD-001734,REQ-0060,TAL-0360,2026-08-02,In Person,62.5,97.2,90.9,86.2,82.73,Pass,Strong fit for the production vocabulary.
AUD-001735,REQ-0060,TAL-0473,2026-08-02,Self-Tape,62.7,76.5,92.1,88.8,76.34,Pass,Further assessment recommended before final casting.
AUD-001736,REQ-0060,TAL-0432,2026-08-04,Live Video,95.1,100.0,79.6,93.4,93.74,Pass,Does not yet meet the production-specific performance threshold.
AUD-001737,REQ-0060,TAL-0228,2026-08-03,Live Video,63.5,75.1,81.5,87.3,74.02,Pass,Does not yet meet the production-specific performance threshold.
AUD-001738,REQ-0060,TAL-0436,2026-08-02,Live Video,71.7,57.6,84.1,79.7,70.26,Pass,Technically capable with minor coaching needs.
AUD-001739,REQ-0060,TAL-0297,2026-08-05,Live Video,71.4,58.9,84.7,92.6,72.51,Pass,Good ensemble awareness and reliable preparation.
AUD-001740,REQ-0060,TAL-0012,2026-08-05,In Person,59.0,64.3,74.8,94.8,68.66,Pass,Further assessment recommended before final casting.
AUD-001741,REQ-0060,TAL-0060,2026-08-02,Self-Tape,76.6,73.1,92.2,66.1,76.75,Pass,Strong fit for the production vocabulary.
AUD-001742,REQ-0060,TAL-0147,2026-08-02,Self-Tape,49.8,73.9,95.7,84.6,71.13,Pass,Does not yet meet the production-specific performance threshold.
AUD-001743,REQ-0060,TAL-0134,2026-08-05,Live Video,65.4,82.1,81.9,80.7,76.19,Pass,Good ensemble awareness and reliable preparation.
AUD-001744,REQ-0060,TAL-0264,2026-08-05,Live Video,78.9,85.8,100.0,94.7,87.26,Pass,Good ensemble awareness and reliable preparation.
AUD-001745,REQ-0060,TAL-0213,2026-08-05,Live Video,46.6,95.6,69.2,86.9,72.97,Pass,Good ensemble awareness and reliable preparation.
AUD-001746,REQ-0060,TAL-0309,2026-08-04,In Person,56.0,89.6,90.4,88.3,78.14,Pass,Strong fit for the production vocabulary.
AUD-001747,REQ-0060,TAL-0136,2026-08-05,Self-Tape,89.7,84.7,75.5,89.4,85.4,Pass,Strong fit for the production vocabulary.
AUD-001748,REQ-0060,TAL-0052,2026-08-02,Live Video,76.6,80.9,54.1,86.9,75.45,Pass,Technically capable with minor coaching needs.
AUD-001749,REQ-0060,TAL-0090,2026-08-05,Live Video,86.2,81.0,72.6,86.2,81.98,Pass,Further assessment recommended before final casting.
AUD-001750,REQ-0060,TAL-0241,2026-08-04,Self-Tape,79.9,94.1,83.2,91.1,86.89,Pass,Good ensemble awareness and reliable preparation.
AUD-001751,REQ-0062,TAL-0307,2026-08-06,In Person,72.7,77.9,82.2,79.8,77.17,Pass,Strong fit for the production vocabulary.
AUD-001752,REQ-0062,TAL-0332,2026-08-05,Live Video,78.5,91.9,83.9,81.6,84.46,Pass,Technically capable with minor coaching needs.
AUD-001753,REQ-0062,TAL-0407,2026-08-05,Self-Tape,87.2,90.0,96.7,84.3,89.46,Pass,Strong fit for the production vocabulary.
AUD-001754,REQ-0062,TAL-0467,2026-08-07,In Person,100.0,98.2,82.7,82.9,93.88,Pass,Good ensemble awareness and reliable preparation.
AUD-001755,REQ-0062,TAL-0440,2026-08-03,In Person,80.6,91.1,83.3,90.0,85.97,Pass,Strong fit for the production vocabulary.
AUD-001756,REQ-0062,TAL-0275,2026-08-06,In Person,86.8,88.5,71.7,74.9,82.99,Pass,Good ensemble awareness and reliable preparation.
AUD-001757,REQ-0062,TAL-0430,2026-08-07,Technical Assessment,100.0,79.6,85.3,93.6,89.52,Pass,Further assessment recommended before final casting.
AUD-001758,REQ-0062,TAL-0053,2026-08-05,Live Video,87.3,88.8,97.1,89.8,89.92,Pass,Further assessment recommended before final casting.
AUD-001759,REQ-0062,TAL-0371,2026-08-07,In Person,91.7,87.3,86.4,82.8,88.0,Pass,Good ensemble awareness and reliable preparation.
AUD-001760,REQ-0062,TAL-0429,2026-08-07,Self-Tape,85.8,82.5,89.0,71.5,83.25,Pass,Technically capable with minor coaching needs.
AUD-001761,REQ-0062,TAL-0399,2026-08-05,Self-Tape,100.0,100.0,77.3,96.0,95.35,Pass,Further assessment recommended before final casting.
AUD-001762,REQ-0062,TAL-0433,2026-08-07,Live Video,84.3,78.7,75.5,73.2,79.26,Pass,Good ensemble awareness and reliable preparation.
AUD-001763,REQ-0062,TAL-0268,2026-08-04,Technical Assessment,89.5,80.0,93.0,81.0,85.71,Pass,Further assessment recommended before final casting.
AUD-001764,REQ-0062,TAL-0257,2026-08-07,In Person,90.6,81.8,72.9,90.2,84.37,Pass,Technically capable with minor coaching needs.
AUD-001765,REQ-0062,TAL-0108,2026-08-03,Live Video,77.6,91.6,75.4,87.6,83.36,Pass,Technically capable with minor coaching needs.
AUD-001766,REQ-0062,TAL-0011,2026-08-04,In Person,91.1,87.7,98.0,81.5,89.84,Pass,Good ensemble awareness and reliable preparation.
AUD-001767,REQ-0062,TAL-0159,2026-08-07,Self-Tape,69.9,88.9,91.0,90.1,82.99,Pass,Further assessment recommended before final casting.
AUD-001768,REQ-0062,TAL-0261,2026-08-03,In Person,65.1,63.5,64.6,92.9,68.36,Pass,Does not yet meet the production-specific performance threshold.
AUD-001769,REQ-0062,TAL-0184,2026-08-05,In Person,71.1,74.7,78.6,79.6,74.86,Pass,Strong fit for the production vocabulary.
AUD-001770,REQ-0062,TAL-0376,2026-08-07,Self-Tape,95.3,92.1,93.4,78.5,91.52,Pass,Good ensemble awareness and reliable preparation.
AUD-001771,REQ-0062,TAL-0052,2026-08-07,In Person,80.7,84.1,84.4,90.4,83.88,Pass,Technically capable with minor coaching needs.
AUD-001772,REQ-0062,TAL-0181,2026-08-05,Self-Tape,89.8,61.6,74.6,92.0,77.78,Pass,Good ensemble awareness and reliable preparation.
AUD-001773,REQ-0062,TAL-0383,2026-08-04,Live Video,84.2,85.1,89.7,95.8,87.12,Pass,Good ensemble awareness and reliable preparation.
AUD-001774,REQ-0062,TAL-0116,2026-08-04,In Person,89.1,79.2,83.4,77.3,83.06,Pass,Technically capable with minor coaching needs.
AUD-001775,REQ-0062,TAL-0345,2026-08-06,In Person,67.2,81.5,96.7,100.0,81.96,Pass,Further assessment recommended before final casting.
AUD-001776,REQ-0062,TAL-0066,2026-08-04,In Person,93.1,82.8,77.5,25.0,77.26,Pass,Strong fit for the production vocabulary.
AUD-001777,REQ-0062,TAL-0404,2026-08-05,Technical Assessment,89.1,95.2,77.0,25.0,80.02,Pass,Strong fit for the production vocabulary.
AUD-001778,REQ-0062,TAL-0289,2026-08-05,Self-Tape,75.1,87.7,82.0,87.5,82.36,Pass,Further assessment recommended before final casting.
AUD-001779,REQ-0062,TAL-0280,2026-08-07,In Person,87.0,73.7,99.0,90.9,85.18,Pass,Strong fit for the production vocabulary.
AUD-001780,REQ-0062,TAL-0486,2026-08-06,Self-Tape,58.8,64.6,69.7,25.0,58.0,Fail,Technically capable with minor coaching needs.
AUD-001781,REQ-0062,TAL-0189,2026-08-07,In Person,85.6,76.7,82.1,25.0,73.46,Pass,Further assessment recommended before final casting.
AUD-001782,REQ-0062,TAL-0167,2026-08-06,In Person,72.1,82.5,87.9,76.9,79.15,Pass,Does not yet meet the production-specific performance threshold.
AUD-001783,REQ-0062,TAL-0414,2026-08-07,Live Video,70.2,64.4,65.0,96.7,71.0,Pass,Does not yet meet the production-specific performance threshold.
AUD-001784,REQ-0062,TAL-0028,2026-08-06,Live Video,89.2,83.6,72.8,97.9,85.56,Pass,Strong fit for the production vocabulary.
AUD-001785,REQ-0062,TAL-0443,2026-08-06,Live Video,100.0,90.9,100.0,78.5,93.9,Pass,Technically capable with minor coaching needs.
AUD-001786,REQ-0062,TAL-0395,2026-08-06,Live Video,100.0,100.0,89.0,25.0,87.52,Pass,Strong fit for the production vocabulary.
AUD-001787,REQ-0062,TAL-0054,2026-08-07,In Person,100.0,100.0,67.2,85.1,92.01,Pass,Does not yet meet the production-specific performance threshold.
AUD-001788,REQ-0062,TAL-0103,2026-08-04,In Person,83.5,93.5,82.7,93.4,88.14,Pass,Technically capable with minor coaching needs.
AUD-001789,REQ-0062,TAL-0309,2026-08-06,Technical Assessment,56.1,81.1,67.0,88.7,71.13,Pass,Does not yet meet the production-specific performance threshold.
AUD-001790,REQ-0062,TAL-0473,2026-08-04,In Person,87.6,84.8,94.0,90.1,88.15,Pass,Further assessment recommended before final casting.
AUD-001791,REQ-0062,TAL-0416,2026-08-05,Live Video,79.7,96.4,60.5,87.6,83.03,Pass,Technically capable with minor coaching needs.
AUD-001792,REQ-0062,TAL-0394,2026-08-03,Self-Tape,93.4,100.0,83.1,81.7,92.15,Pass,Further assessment recommended before final casting.
AUD-001793,REQ-0062,TAL-0071,2026-08-05,Self-Tape,84.1,95.3,75.3,90.5,87.22,Pass,Good ensemble awareness and reliable preparation.
AUD-001794,REQ-0062,TAL-0115,2026-08-05,Self-Tape,44.7,75.0,83.6,63.6,64.65,Hold,Good ensemble awareness and reliable preparation.
AUD-001795,REQ-0062,TAL-0150,2026-08-06,Self-Tape,83.4,64.0,83.1,89.9,77.66,Pass,Good ensemble awareness and reliable preparation.
AUD-001796,REQ-0062,TAL-0334,2026-08-05,In Person,96.7,68.7,64.5,99.4,81.76,Pass,Does not yet meet the production-specific performance threshold.
AUD-001797,REQ-0062,TAL-0350,2026-08-07,Live Video,80.5,69.5,70.9,82.1,75.26,Pass,Good ensemble awareness and reliable preparation.
AUD-001798,REQ-0062,TAL-0306,2026-08-03,Technical Assessment,57.0,74.6,73.2,95.7,71.32,Pass,Technically capable with minor coaching needs.
AUD-001799,REQ-0062,TAL-0072,2026-08-05,In Person,66.9,65.9,76.2,99.3,72.77,Pass,Strong fit for the production vocabulary.
AUD-001800,REQ-0062,TAL-0336,2026-08-03,Live Video,100.0,94.0,95.4,86.6,95.26,Pass,Does not yet meet the production-specific performance threshold.
AUD-001801,REQ-0063,TAL-0407,2026-07-06,Live Video,74.4,91.2,85.5,95.1,85.01,Pass,Good ensemble awareness and reliable preparation.
AUD-001802,REQ-0063,TAL-0017,2026-07-08,Live Video,64.8,69.7,85.0,90.6,73.71,Pass,Does not yet meet the production-specific performance threshold.
AUD-001803,REQ-0063,TAL-0371,2026-07-08,Self-Tape,89.8,100.0,55.1,79.7,85.61,Pass,Does not yet meet the production-specific performance threshold.
AUD-001804,REQ-0063,TAL-0353,2026-07-06,In Person,73.0,81.3,100.0,91.5,83.27,Pass,Strong fit for the production vocabulary.
AUD-001805,REQ-0063,TAL-0021,2026-07-09,In Person,88.5,80.7,80.5,90.3,84.66,Pass,Technically capable with minor coaching needs.
AUD-001806,REQ-0063,TAL-0110,2026-07-09,In Person,67.8,83.3,77.6,95.4,78.7,Pass,Further assessment recommended before final casting.
AUD-001807,REQ-0063,TAL-0268,2026-07-06,In Person,80.2,91.2,92.5,82.0,86.41,Pass,Further assessment recommended before final casting.
AUD-001808,REQ-0063,TAL-0218,2026-07-08,Self-Tape,67.9,92.9,75.3,77.4,79.06,Pass,Good ensemble awareness and reliable preparation.
AUD-001809,REQ-0063,TAL-0430,2026-07-07,In Person,77.0,88.3,90.6,79.1,83.58,Pass,Does not yet meet the production-specific performance threshold.
AUD-001810,REQ-0063,TAL-0167,2026-07-10,Live Video,100.0,89.3,72.6,87.6,89.69,Pass,Does not yet meet the production-specific performance threshold.
AUD-001811,REQ-0063,TAL-0138,2026-07-08,Live Video,90.1,95.3,85.4,95.9,91.83,Pass,Further assessment recommended before final casting.
AUD-001812,REQ-0063,TAL-0184,2026-07-07,Self-Tape,76.1,94.2,73.0,96.5,84.55,Pass,Further assessment recommended before final casting.
AUD-001813,REQ-0063,TAL-0256,2026-07-08,Self-Tape,77.5,73.9,80.0,85.0,77.78,Pass,Good ensemble awareness and reliable preparation.
AUD-001814,REQ-0063,TAL-0399,2026-07-10,Technical Assessment,100.0,79.8,78.3,75.6,85.81,Pass,Further assessment recommended before final casting.
AUD-001815,REQ-0063,TAL-0400,2026-07-10,Self-Tape,100.0,100.0,93.1,86.7,96.9,Pass,Good ensemble awareness and reliable preparation.
AUD-001816,REQ-0063,TAL-0130,2026-07-07,In Person,78.6,84.7,84.5,82.0,82.21,Pass,Strong fit for the production vocabulary.
AUD-001817,REQ-0063,TAL-0053,2026-07-07,Self-Tape,92.4,98.5,91.7,85.8,93.42,Pass,Does not yet meet the production-specific performance threshold.
AUD-001818,REQ-0063,TAL-0246,2026-07-09,In Person,74.9,100.0,72.9,82.9,84.19,Pass,Good ensemble awareness and reliable preparation.
AUD-001819,REQ-0063,TAL-0046,2026-07-09,Self-Tape,78.9,88.7,90.0,100.0,87.18,Pass,Good ensemble awareness and reliable preparation.
AUD-001820,REQ-0063,TAL-0097,2026-07-06,Live Video,93.9,94.2,85.6,84.7,91.22,Pass,Further assessment recommended before final casting.
AUD-001821,REQ-0063,TAL-0128,2026-07-07,Self-Tape,80.5,79.8,87.5,95.3,83.59,Pass,Does not yet meet the production-specific performance threshold.
AUD-001822,REQ-0063,TAL-0415,2026-07-07,Self-Tape,86.7,72.8,76.9,65.4,77.23,Pass,Good ensemble awareness and reliable preparation.
AUD-001823,REQ-0063,TAL-0181,2026-07-06,Self-Tape,70.3,59.1,69.9,90.9,69.3,Pass,Technically capable with minor coaching needs.
AUD-001824,REQ-0063,TAL-0261,2026-07-10,Self-Tape,87.7,80.1,78.8,85.3,83.18,Pass,Strong fit for the production vocabulary.
AUD-001825,REQ-0063,TAL-0011,2026-07-07,Live Video,66.1,92.8,54.5,87.2,76.04,Pass,Further assessment recommended before final casting.
AUD-001826,REQ-0063,TAL-0108,2026-07-10,In Person,85.6,97.2,68.6,94.7,87.76,Pass,Strong fit for the production vocabulary.
AUD-001827,REQ-0063,TAL-0323,2026-07-06,In Person,90.3,78.7,61.8,25.0,72.08,Pass,Further assessment recommended before final casting.
AUD-001828,REQ-0063,TAL-0333,2026-07-08,Self-Tape,70.0,95.7,95.9,78.4,84.58,Pass,Further assessment recommended before final casting.
AUD-001829,REQ-0063,TAL-0332,2026-07-09,In Person,100.0,100.0,78.2,79.8,93.25,Pass,Further assessment recommended before final casting.
AUD-001830,REQ-0063,TAL-0467,2026-07-07,In Person,100.0,100.0,93.9,90.7,97.6,Pass,Technically capable with minor coaching needs.
AUD-001831,REQ-0063,TAL-0433,2026-07-10,In Person,100.0,71.5,68.5,80.4,81.9,Pass,Good ensemble awareness and reliable preparation.
AUD-001832,REQ-0063,TAL-0345,2026-07-09,In Person,81.6,66.5,81.2,94.2,78.16,Pass,Good ensemble awareness and reliable preparation.
AUD-001833,REQ-0063,TAL-0376,2026-07-08,Live Video,84.2,92.6,83.5,76.9,85.91,Pass,Does not yet meet the production-specific performance threshold.
AUD-001834,REQ-0063,TAL-0216,2026-07-09,In Person,70.9,91.1,65.5,25.0,70.37,Pass,Does not yet meet the production-specific performance threshold.
AUD-001835,REQ-0063,TAL-0362,2026-07-07,Self-Tape,90.3,91.8,77.8,80.2,87.15,Pass,Does not yet meet the production-specific performance threshold.
AUD-001836,REQ-0063,TAL-0257,2026-07-06,Live Video,89.7,69.9,79.5,80.6,79.86,Pass,Further assessment recommended before final casting.
AUD-001837,REQ-0063,TAL-0277,2026-07-08,Live Video,91.4,77.7,66.3,93.2,82.48,Pass,Strong fit for the production vocabulary.
AUD-001838,REQ-0063,TAL-0141,2026-07-07,In Person,89.8,88.4,66.7,82.1,84.09,Pass,Does not yet meet the production-specific performance threshold.
AUD-001839,REQ-0063,TAL-0093,2026-07-09,In Person,56.7,76.1,77.3,86.3,71.15,Pass,Does not yet meet the production-specific performance threshold.
AUD-001840,REQ-0063,TAL-0049,2026-07-07,In Person,82.2,73.8,72.5,25.0,69.59,Pass,Does not yet meet the production-specific performance threshold.
AUD-001841,REQ-0063,TAL-0280,2026-07-09,Self-Tape,92.6,85.5,78.4,80.5,85.94,Pass,Good ensemble awareness and reliable preparation.
AUD-001842,REQ-0063,TAL-0022,2026-07-10,Self-Tape,66.4,73.8,69.9,90.1,72.86,Pass,Strong fit for the production vocabulary.
AUD-001843,REQ-0063,TAL-0267,2026-07-10,Live Video,90.3,83.0,80.7,82.8,85.04,Pass,Good ensemble awareness and reliable preparation.
AUD-001844,REQ-0063,TAL-0029,2026-07-09,Self-Tape,85.2,80.7,44.7,85.7,76.45,Pass,Strong fit for the production vocabulary.
AUD-001845,REQ-0063,TAL-0262,2026-07-07,In Person,87.2,74.3,61.2,87.2,78.13,Pass,Further assessment recommended before final casting.
