match_id,requirement_id,talent_id,role_eligible,mandatory_skills_met,full_contract_availability_met,audition_met,physical_technical_eligible,mobility_work_authorization_eligible,safety_certification_eligible,medical_clearance_eligible,language_eligible,overnight_rehearsal_eligible,profile_active,verification_eligible,budget_eligible,experience_eligible,rating_eligible,skill_score,production_credit_score,availability_score,audition_showreel_score,physical_technical_score,mobility_score,reliability_score,safety_compliance_score,budget_score,language_cultural_score,final_match_score,eligibility_status,match_category,positive_match_reasons,risk_factors,rejection_reason,distance_km,audition_score,recommended,recommendation_rank,ground_truth_label
MAT-003259,REQ-0066,TAL-0370,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,100.0,23.0,100.0,74.82,100.0,92.0,77.58,85.15,10.95,100.0,80.31,Eligible,Good Match,Eligible for the required Production Coordinator discipline|Meets all mandatory production skills|Available for the complete rehearsal and performance contract window|Meets audition and showreel thresholds|Meets physical and technical suitability requirements|Travel and work eligibility is feasible for Australia,Weekly rate exceeds the maximum production budget,,16736.1,,False,,Positive
MAT-003260,REQ-0066,TAL-0091,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,100.0,31.0,100.0,76.15,100.0,76.0,77.33,100.0,81.17,100.0,83.19,Eligible,Good Match,Eligible for the required Production Coordinator discipline|Meets all mandatory production skills|Available for the complete rehearsal and performance contract window|Meets audition and showreel thresholds|Meets physical and technical suitability requirements|Travel and work eligibility is feasible for Australia,,,6063.3,,True,5.0,Positive
MAT-003261,REQ-0066,TAL-0222,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,100.0,23.0,100.0,90.11,100.0,92.0,76.29,96.0,0.0,100.0,81.96,Eligible,Good Match,Eligible for the required Production Coordinator discipline|Meets all mandatory production skills|Available for the complete rehearsal and performance contract window|Meets audition and showreel thresholds|Meets physical and technical suitability requirements|Travel and work eligibility is feasible for Australia,Weekly rate exceeds the maximum production budget,,10314.2,,False,,Positive
MAT-003262,REQ-0066,TAL-0273,True,True,False,True,True,True,True,True,True,True,True,True,False,True,True,100.0,98.0,42.86,63.65,100.0,76.0,90.95,95.85,34.29,100.0,82.76,Not Eligible,Not Eligible,Eligible for the required Production Coordinator discipline|Meets all mandatory production skills|Relevant history across 12 completed productions|Meets audition and showreel thresholds|Meets physical and technical suitability requirements|Travel and work eligibility is feasible for Australia,Weekly rate exceeds the maximum production budget,Not fully available for the contract window,16903.6,,False,,Hard Rejection
MAT-003263,REQ-0066,TAL-0068,True,False,False,True,True,True,True,True,True,True,True,True,True,True,False,74.0,39.0,47.62,87.54,100.0,76.0,76.7,100.0,77.27,100.0,71.01,Not Eligible,Not Eligible,Eligible for the required Production Coordinator discipline|Meets audition and showreel thresholds|Meets physical and technical suitability requirements|Travel and work eligibility is feasible for Australia|Required safety credentials and medical clearance are satisfied|Supports all mandatory production languages,Weekly rate is close to the maximum production budget,Missing mandatory production skill; Not fully available for the contract window,15973.3,,False,,Hard Rejection
MAT-003264,REQ-0066,TAL-0060,True,False,False,True,True,True,True,True,True,True,True,True,False,True,True,66.67,63.0,14.29,75.56,100.0,76.0,92.76,96.0,27.14,100.0,66.0,Not Eligible,Not Eligible,Eligible for the required Production Coordinator discipline|Meets audition and showreel thresholds|Meets physical and technical suitability requirements|Travel and work eligibility is feasible for Australia|Required safety credentials and medical clearance are satisfied|Supports all mandatory production languages,Weekly rate exceeds the maximum production budget,Missing mandatory production skill; Not fully available for the contract window,16546.0,,False,,Hard Rejection
MAT-003265,REQ-0066,TAL-0127,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,74.0,27.0,61.9,79.38,100.0,76.0,80.8,100.0,86.04,100.0,71.09,Not Eligible,Not Eligible,Eligible for the required Production Coordinator discipline|Meets audition and showreel thresholds|Meets physical and technical suitability requirements|Travel and work eligibility is feasible for Australia|Required safety credentials and medical clearance are satisfied|Supports all mandatory production languages,,Missing mandatory production skill; Not fully available for the contract window,16791.3,,False,,Hard Rejection
MAT-003266,REQ-0066,TAL-0318,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,100.0,63.0,100.0,88.28,100.0,76.0,90.54,96.0,55.24,100.0,89.15,Eligible,Excellent Match,Eligible for the required Production Coordinator discipline|Meets all mandatory production skills|Available for the complete rehearsal and performance contract window|Meets audition and showreel thresholds|Meets physical and technical suitability requirements|Travel and work eligibility is feasible for Australia,Weekly rate exceeds the maximum production budget,,10205.4,,True,2.0,Strong Positive
MAT-003267,REQ-0066,TAL-0247,True,True,False,True,True,True,True,True,True,True,True,True,False,False,False,100.0,23.0,38.1,66.91,100.0,76.0,62.96,0.0,31.9,100.0,64.3,Not Eligible,Not Eligible,Eligible for the required Production Coordinator discipline|Meets all mandatory production skills|Meets audition and showreel thresholds|Meets physical and technical suitability requirements|Travel and work eligibility is feasible for Australia|Required safety credentials and medical clearance are satisfied,Weekly rate exceeds the maximum production budget,Not fully available for the contract window,16827.5,,False,,Hard Rejection
MAT-003268,REQ-0066,TAL-0454,True,True,True,True,True,True,True,True,True,True,True,True,False,True,False,100.0,23.0,100.0,86.98,100.0,76.0,71.29,96.0,5.24,100.0,80.18,Eligible,Good Match,Eligible for the required Production Coordinator discipline|Meets all mandatory production skills|Available for the complete rehearsal and performance contract window|Meets audition and showreel thresholds|Meets physical and technical suitability requirements|Travel and work eligibility is feasible for Australia,Weekly rate exceeds the maximum production budget|Historical cancellation rate is above the preferred threshold,,15626.9,,False,,Positive
MAT-003269,REQ-0066,TAL-0062,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,100.0,23.0,100.0,91.74,100.0,92.0,76.29,96.0,89.61,100.0,84.81,Eligible,Good Match,Eligible for the required Production Coordinator discipline|Meets all mandatory production skills|Available for the complete rehearsal and performance contract window|Meets audition and showreel thresholds|Meets physical and technical suitability requirements|Travel and work eligibility is feasible for Australia,,,11609.8,,True,4.0,Positive
MAT-003270,REQ-0066,TAL-0101,False,False,False,True,True,True,True,True,True,True,True,True,True,False,True,0.0,83.0,80.95,89.98,100.0,76.0,92.76,96.0,100.0,100.0,65.96,Not Eligible,Not Eligible,Relevant history across 12 completed productions|Meets audition and showreel thresholds|Meets physical and technical suitability requirements|Travel and work eligibility is feasible for Australia|Required safety credentials and medical clearance are satisfied|Supports all mandatory production languages,,Required discipline or talent category not matched; Missing mandatory production skill; Not fully available for the contract window,16736.1,,False,,Hard Rejection
MAT-003271,REQ-0066,TAL-0220,False,False,False,True,True,True,True,True,True,True,True,True,True,False,True,0.0,43.0,80.95,70.72,100.0,100.0,98.76,100.0,89.61,100.0,60.27,Not Eligible,Not Eligible,Meets audition and showreel thresholds|Meets physical and technical suitability requirements|Travel and work eligibility is feasible for Australia|Required safety credentials and medical clearance are satisfied|Supports all mandatory production languages,,Required discipline or talent category not matched; Missing mandatory production skill; Not fully available for the contract window,713.4,,False,,Hard Rejection
MAT-003272,REQ-0066,TAL-0496,False,False,False,True,True,True,True,True,True,False,True,True,True,True,False,0.0,63.0,71.43,86.39,100.0,76.0,73.25,31.55,100.0,100.0,56.59,Not Eligible,Not Eligible,Meets audition and showreel thresholds|Meets physical and technical suitability requirements|Travel and work eligibility is feasible for Australia|Required safety credentials and medical clearance are satisfied|Supports all mandatory production languages,Response time is higher than the platform target,Required discipline or talent category not matched; Missing mandatory production skill; Not fully available for the contract window; Overnight rehearsal availability required,9820.9,,False,,Hard Rejection
MAT-003273,REQ-0066,TAL-0036,False,False,False,True,True,True,True,True,True,True,True,True,True,False,False,0.0,12.0,76.19,80.16,100.0,76.0,79.41,96.0,94.81,100.0,52.53,Not Eligible,Not Eligible,Meets audition and showreel thresholds|Meets physical and technical suitability requirements|Travel and work eligibility is feasible for Australia|Required safety credentials and medical clearance are satisfied|Supports all mandatory production languages,,Required discipline or talent category not matched; Missing mandatory production skill; Not fully available for the contract window,16791.3,,False,,Hard Rejection
MAT-003274,REQ-0066,TAL-0440,False,False,False,True,True,True,True,True,True,True,True,True,False,False,False,7.33,8.0,65.0,86.53,100.0,76.0,66.96,96.0,41.43,100.0,50.25,Not Eligible,Not Eligible,Meets audition and showreel thresholds|Meets physical and technical suitability requirements|Travel and work eligibility is feasible for Australia|Required safety credentials and medical clearance are satisfied|Supports all mandatory production languages,Weekly rate exceeds the maximum production budget,Required discipline or talent category not matched; Missing mandatory production skill; Not fully available for the contract window,16546.0,,False,,Hard Rejection
MAT-003275,REQ-0066,TAL-0100,False,False,False,True,True,True,True,True,True,True,True,False,True,False,False,0.0,28.0,57.14,77.37,100.0,76.0,87.64,90.05,100.0,100.0,52.23,Not Eligible,Not Eligible,Meets audition and showreel thresholds|Meets physical and technical suitability requirements|Travel and work eligibility is feasible for Australia|Required safety credentials and medical clearance are satisfied|Supports all mandatory production languages,,Required discipline or talent category not matched; Missing mandatory production skill; Not fully available for the contract window; Identity or professional references not fully verified,10327.1,,False,,Hard Rejection
MAT-003276,REQ-0066,TAL-0393,False,False,False,True,True,True,True,True,True,False,True,True,True,False,False,0.0,48.0,61.9,80.58,100.0,76.0,83.73,95.7,87.99,100.0,55.91,Not Eligible,Not Eligible,Meets audition and showreel thresholds|Meets physical and technical suitability requirements|Travel and work eligibility is feasible for Australia|Required safety credentials and medical clearance are satisfied|Supports all mandatory production languages,,Required discipline or talent category not matched; Missing mandatory production skill; Not fully available for the contract window; Overnight rehearsal availability required,12799.6,,False,,Hard Rejection
MAT-003277,REQ-0066,TAL-0481,False,False,False,True,True,True,True,True,True,False,True,True,False,True,False,0.0,39.0,66.67,83.1,100.0,76.0,69.92,100.0,56.19,100.0,53.82,Not Eligible,Not Eligible,Meets audition and showreel thresholds|Meets physical and technical suitability requirements|Travel and work eligibility is feasible for Australia|Required safety credentials and medical clearance are satisfied|Supports all mandatory production languages,Weekly rate exceeds the maximum production budget,Required discipline or talent category not matched; Missing mandatory production skill; Not fully available for the contract window; Overnight rehearsal availability required,16791.3,,False,,Hard Rejection
MAT-003278,REQ-0066,TAL-0411,False,False,False,True,True,True,True,True,True,False,True,False,True,False,False,0.0,4.0,90.48,93.76,100.0,76.0,68.64,100.0,97.08,100.0,54.34,Not Eligible,Not Eligible,Meets audition and showreel thresholds|Meets physical and technical suitability requirements|Travel and work eligibility is feasible for Australia|Required safety credentials and medical clearance are satisfied|Supports all mandatory production languages,,Required discipline or talent category not matched; Missing mandatory production skill; Not fully available for the contract window; Overnight rehearsal availability required; Identity or professional references not fully verified,16903.6,,False,,Hard Rejection
MAT-003279,REQ-0066,TAL-0482,False,False,False,True,True,True,True,True,True,False,True,True,True,False,True,0.0,4.0,65.0,87.25,100.0,76.0,70.32,96.0,100.0,100.0,49.88,Not Eligible,Not Eligible,Meets audition and showreel thresholds|Meets physical and technical suitability requirements|Travel and work eligibility is feasible for Australia|Required safety credentials and medical clearance are satisfied|Supports all mandatory production languages,,Required discipline or talent category not matched; Missing mandatory production skill; Not fully available for the contract window; Overnight rehearsal availability required,16903.6,,False,,Hard Rejection
MAT-003280,REQ-0066,TAL-0356,False,False,False,True,True,True,True,True,True,False,True,True,False,True,False,0.0,16.0,14.29,90.98,100.0,76.0,77.75,96.0,58.57,100.0,43.72,Not Eligible,Not Eligible,Meets audition and showreel thresholds|Meets physical and technical suitability requirements|Travel and work eligibility is feasible for Australia|Required safety credentials and medical clearance are satisfied|Supports all mandatory production languages,Weekly rate exceeds the maximum production budget,Required discipline or talent category not matched; Missing mandatory production skill; Not fully available for the contract window; Overnight rehearsal availability required,10314.2,,False,,Hard Rejection
MAT-003281,REQ-0066,TAL-0116,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,0.0,48.0,52.38,86.11,100.0,76.0,92.76,100.0,100.0,100.0,56.24,Not Eligible,Not Eligible,Meets audition and showreel thresholds|Meets physical and technical suitability requirements|Travel and work eligibility is feasible for Australia|Required safety credentials and medical clearance are satisfied|Supports all mandatory production languages,,Required discipline or talent category not matched; Missing mandatory production skill; Not fully available for the contract window,11609.8,,False,,Hard Rejection
MAT-003282,REQ-0066,TAL-0093,False,False,False,True,True,True,True,True,True,True,True,True,False,False,False,0.0,12.0,80.95,78.03,100.0,76.0,79.4,92.75,54.76,100.0,51.66,Not Eligible,Not Eligible,Meets audition and showreel thresholds|Meets physical and technical suitability requirements|Travel and work eligibility is feasible for Australia|Required safety credentials and medical clearance are satisfied|Supports all mandatory production languages,Weekly rate exceeds the maximum production budget,Required discipline or talent category not matched; Missing mandatory production skill; Not fully available for the contract window,9820.9,,False,,Hard Rejection
MAT-003283,REQ-0066,TAL-0145,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,0.0,16.0,23.81,91.46,100.0,76.0,91.01,96.0,85.71,100.0,46.94,Not Eligible,Not Eligible,Meets audition and showreel thresholds|Meets physical and technical suitability requirements|Travel and work eligibility is feasible for Australia|Required safety credentials and medical clearance are satisfied|Supports all mandatory production languages,,Required discipline or talent category not matched; Missing mandatory production skill; Not fully available for the contract window,13135.3,,False,,Hard Rejection
MAT-003284,REQ-0066,TAL-0456,False,False,False,True,True,False,True,True,True,False,True,False,True,False,False,0.0,16.0,90.48,78.44,100.0,20.0,89.8,100.0,100.0,100.0,51.7,Not Eligible,Not Eligible,Meets audition and showreel thresholds|Meets physical and technical suitability requirements|Required safety credentials and medical clearance are satisfied|Supports all mandatory production languages,,"Required discipline or talent category not matched; Missing mandatory production skill; Not fully available for the contract window; Travel, passport, visa, or work authorisation condition not met; Overnight rehearsal availability required; Identity or professional references not fully verified",8582.6,,False,,Hard Rejection
MAT-003285,REQ-0066,TAL-0084,False,False,False,True,True,True,True,True,True,True,True,True,True,True,False,0.0,47.0,38.1,65.32,100.0,76.0,70.88,100.0,93.18,100.0,50.13,Not Eligible,Not Eligible,Meets audition and showreel thresholds|Meets physical and technical suitability requirements|Travel and work eligibility is feasible for Australia|Required safety credentials and medical clearance are satisfied|Supports all mandatory production languages,,Required discipline or talent category not matched; Missing mandatory production skill; Not fully available for the contract window,6343.1,,False,,Hard Rejection
MAT-003286,REQ-0066,TAL-0203,False,False,False,True,True,True,True,True,True,True,True,True,True,False,False,0.0,43.0,66.67,70.56,100.0,76.0,99.35,96.0,100.0,100.0,56.34,Not Eligible,Not Eligible,Meets audition and showreel thresholds|Meets physical and technical suitability requirements|Travel and work eligibility is feasible for Australia|Required safety credentials and medical clearance are satisfied|Supports all mandatory production languages,,Required discipline or talent category not matched; Missing mandatory production skill; Not fully available for the contract window,6343.1,,False,,Hard Rejection
MAT-003287,REQ-0066,TAL-0089,False,False,False,True,True,True,True,True,True,False,True,False,True,False,False,0.0,8.0,65.0,79.68,100.0,76.0,69.96,96.0,79.55,100.0,49.08,Not Eligible,Not Eligible,Meets audition and showreel thresholds|Meets physical and technical suitability requirements|Travel and work eligibility is feasible for Australia|Required safety credentials and medical clearance are satisfied|Supports all mandatory production languages,,Required discipline or talent category not matched; Missing mandatory production skill; Not fully available for the contract window; Overnight rehearsal availability required; Identity or professional references not fully verified,16672.2,,False,,Hard Rejection
MAT-003288,REQ-0066,TAL-0123,False,False,False,True,True,False,True,True,True,True,True,True,True,False,False,0.0,8.0,42.86,85.56,100.0,20.0,68.58,96.0,100.0,100.0,42.38,Not Eligible,Not Eligible,Meets audition and showreel thresholds|Meets physical and technical suitability requirements|Required safety credentials and medical clearance are satisfied|Supports all mandatory production languages,,"Required discipline or talent category not matched; Missing mandatory production skill; Not fully available for the contract window; Travel, passport, visa, or work authorisation condition not met",16268.1,,False,,Hard Rejection
MAT-003289,REQ-0066,TAL-0207,False,False,False,True,True,True,True,True,True,False,True,True,True,False,False,0.0,0.0,38.1,65.04,100.0,76.0,82.01,99.45,100.0,100.0,44.01,Not Eligible,Not Eligible,Meets audition and showreel thresholds|Meets physical and technical suitability requirements|Travel and work eligibility is feasible for Australia|Required safety credentials and medical clearance are satisfied|Supports all mandatory production languages,New talent has limited director-rating history,Required discipline or talent category not matched; Missing mandatory production skill; Not fully available for the contract window; Overnight rehearsal availability required,16672.2,,False,,Hard Rejection
MAT-003290,REQ-0066,TAL-0210,False,False,False,True,True,True,True,True,True,True,True,True,False,False,False,0.0,4.0,90.48,86.71,100.0,92.0,66.96,96.0,55.24,100.0,53.35,Not Eligible,Not Eligible,Meets audition and showreel thresholds|Meets physical and technical suitability requirements|Travel and work eligibility is feasible for Australia|Required safety credentials and medical clearance are satisfied|Supports all mandatory production languages,Weekly rate exceeds the maximum production budget,Required discipline or talent category not matched; Missing mandatory production skill; Not fully available for the contract window,10205.4,,False,,Hard Rejection
MAT-003291,REQ-0066,TAL-0357,False,False,False,True,True,True,True,True,True,True,True,True,True,False,True,0.0,43.0,57.14,79.11,100.0,76.0,78.72,96.0,89.61,100.0,54.01,Not Eligible,Not Eligible,Meets audition and showreel thresholds|Meets physical and technical suitability requirements|Travel and work eligibility is feasible for Australia|Required safety credentials and medical clearance are satisfied|Supports all mandatory production languages,,Required discipline or talent category not matched; Missing mandatory production skill; Not fully available for the contract window,13135.3,,False,,Hard Rejection
MAT-003292,REQ-0066,TAL-0433,False,False,False,True,True,True,True,True,True,True,True,True,False,False,False,7.33,4.0,90.48,86.71,100.0,76.0,66.96,96.0,67.62,100.0,54.27,Not Eligible,Not Eligible,Meets audition and showreel thresholds|Meets physical and technical suitability requirements|Travel and work eligibility is feasible for Australia|Required safety credentials and medical clearance are satisfied|Supports all mandatory production languages,Weekly rate exceeds the maximum production budget,Required discipline or talent category not matched; Missing mandatory production skill; Not fully available for the contract window,15973.3,,False,,Hard Rejection
MAT-003293,REQ-0066,TAL-0209,False,False,False,True,True,True,True,True,True,False,True,True,False,False,False,0.0,4.0,0.0,91.55,100.0,76.0,66.96,96.0,50.95,100.0,38.85,Not Eligible,Not Eligible,Meets audition and showreel thresholds|Meets physical and technical suitability requirements|Travel and work eligibility is feasible for Australia|Required safety credentials and medical clearance are satisfied|Supports all mandatory production languages,Weekly rate exceeds the maximum production budget,Required discipline or talent category not matched; Missing mandatory production skill; Not fully available for the contract window; Overnight rehearsal availability required,10327.1,,False,,Hard Rejection
MAT-003294,REQ-0066,TAL-0252,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,0.0,8.0,65.0,92.4,100.0,92.0,78.72,96.0,83.77,100.0,52.37,Not Eligible,Not Eligible,Meets audition and showreel thresholds|Meets physical and technical suitability requirements|Travel and work eligibility is feasible for Australia|Required safety credentials and medical clearance are satisfied|Supports all mandatory production languages,,Required discipline or talent category not matched; Missing mandatory production skill; Not fully available for the contract window,15973.3,,False,,Hard Rejection
MAT-003295,REQ-0066,TAL-0289,False,False,False,True,True,False,True,True,True,True,True,False,False,True,False,0.0,71.0,65.0,87.94,100.0,76.0,89.37,96.0,64.76,100.0,60.27,Not Eligible,Not Eligible,Meets audition and showreel thresholds|Meets physical and technical suitability requirements|Required safety credentials and medical clearance are satisfied|Supports all mandatory production languages,Weekly rate exceeds the maximum production budget,"Required discipline or talent category not matched; Missing mandatory production skill; Not fully available for the contract window; Travel, passport, visa, or work authorisation condition not met; Identity or professional references not fully verified",7437.4,,False,,Hard Rejection
MAT-003296,REQ-0066,TAL-0302,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,0.0,43.0,66.67,88.36,100.0,100.0,77.85,96.0,100.0,100.0,58.53,Not Eligible,Not Eligible,Meets audition and showreel thresholds|Meets physical and technical suitability requirements|Travel and work eligibility is feasible for Australia|Required safety credentials and medical clearance are satisfied|Supports all mandatory production languages,Historical cancellation rate is above the preferred threshold,Required discipline or talent category not matched; Missing mandatory production skill; Not fully available for the contract window,0.0,,False,,Hard Rejection
MAT-003297,REQ-0066,TAL-0001,False,False,False,True,True,True,True,True,True,True,True,True,True,False,False,0.0,28.0,38.1,75.17,100.0,76.0,78.3,100.0,77.27,100.0,48.31,Not Eligible,Not Eligible,Meets audition and showreel thresholds|Meets physical and technical suitability requirements|Travel and work eligibility is feasible for Australia|Required safety credentials and medical clearance are satisfied|Supports all mandatory production languages,Weekly rate is close to the maximum production budget,Required discipline or talent category not matched; Missing mandatory production skill; Not fully available for the contract window,16546.0,,False,,Hard Rejection
MAT-003298,REQ-0066,TAL-0160,False,False,False,True,True,True,True,True,True,True,True,True,True,False,False,0.0,4.0,57.14,69.24,100.0,92.0,97.7,100.0,100.0,100.0,50.29,Not Eligible,Not Eligible,Meets audition and showreel thresholds|Meets physical and technical suitability requirements|Travel and work eligibility is feasible for Australia|Required safety credentials and medical clearance are satisfied|Supports all mandatory production languages,,Required discipline or talent category not matched; Missing mandatory production skill; Not fully available for the contract window,8582.6,,False,,Hard Rejection
MAT-003299,REQ-0066,TAL-0310,False,False,False,True,True,True,True,True,True,True,True,True,True,True,False,0.0,8.0,66.67,75.42,100.0,92.0,68.82,100.0,92.21,100.0,50.69,Not Eligible,Not Eligible,Meets audition and showreel thresholds|Meets physical and technical suitability requirements|Travel and work eligibility is feasible for Australia|Required safety credentials and medical clearance are satisfied|Supports all mandatory production languages,,Required discipline or talent category not matched; Missing mandatory production skill; Not fully available for the contract window,16268.1,,False,,Hard Rejection
MAT-003300,REQ-0066,TAL-0483,False,False,False,True,True,True,True,True,True,True,True,True,False,False,False,0.0,8.0,9.52,90.0,100.0,76.0,74.72,0.0,37.14,100.0,36.05,Not Eligible,Not Eligible,Meets audition and showreel thresholds|Meets physical and technical suitability requirements|Travel and work eligibility is feasible for Australia|Required safety credentials and medical clearance are satisfied|Supports all mandatory production languages,Weekly rate exceeds the maximum production budget,Required discipline or talent category not matched; Missing mandatory production skill; Not fully available for the contract window,13135.3,,False,,Hard Rejection
MAT-003301,REQ-0067,TAL-0435,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,92.67,98.0,100.0,78.23,100.0,76.0,92.76,96.0,81.19,40.0,91.3,Not Eligible,Not Eligible,Eligible for the required Production Manager discipline|Meets all mandatory production skills|Available for the complete rehearsal and performance contract window|Relevant history across 12 completed productions|Meets audition and showreel thresholds|Meets physical and technical suitability requirements,,Required language not supported,10634.7,,False,,Hard Rejection
MAT-003302,REQ-0067,TAL-0417,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,100.0,63.0,100.0,69.32,100.0,92.0,92.76,96.0,85.31,100.0,89.59,Eligible,Excellent Match,Eligible for the required Production Manager discipline|Meets all mandatory production skills|Available for the complete rehearsal and performance contract window|Meets audition and showreel thresholds|Meets physical and technical suitability requirements|Travel and work eligibility is feasible for Saudi Arabia,,,2770.3,,True,2.0,Strong Positive
MAT-003303,REQ-0067,TAL-0249,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,100.0,23.0,100.0,88.47,100.0,92.0,71.63,96.0,50.77,100.0,82.99,Eligible,Good Match,Eligible for the required Production Manager discipline|Meets all mandatory production skills|Available for the complete rehearsal and performance contract window|Meets audition and showreel thresholds|Meets physical and technical suitability requirements|Travel and work eligibility is feasible for Saudi Arabia,Weekly rate exceeds the maximum production budget,,779.2,,True,4.0,Positive
MAT-003304,REQ-0067,TAL-0163,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,100.0,23.0,100.0,78.06,100.0,92.0,70.72,0.0,97.42,40.0,77.29,Not Eligible,Not Eligible,Eligible for the required Production Manager discipline|Meets all mandatory production skills|Available for the complete rehearsal and performance contract window|Meets audition and showreel thresholds|Meets physical and technical suitability requirements|Travel and work eligibility is feasible for Saudi Arabia,,Required language not supported,4677.0,,False,,Hard Rejection
MAT-003305,REQ-0067,TAL-0454,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,85.33,23.0,100.0,86.98,100.0,76.0,71.29,96.0,31.15,100.0,77.29,Eligible,Good Match,Eligible for the required Production Manager discipline|Meets all mandatory production skills|Available for the complete rehearsal and performance contract window|Meets audition and showreel thresholds|Meets physical and technical suitability requirements|Travel and work eligibility is feasible for Saudi Arabia,Weekly rate exceeds the maximum production budget|Historical cancellation rate is above the preferred threshold,,11896.6,,False,,Positive
MAT-003306,REQ-0067,TAL-0197,True,False,True,True,True,True,True,True,False,True,True,True,False,False,True,80.5,58.0,100.0,74.2,100.0,76.0,76.29,96.0,68.46,40.0,80.32,Not Eligible,Not Eligible,Eligible for the required Production Manager discipline|Available for the complete rehearsal and performance contract window|Meets audition and showreel thresholds|Meets physical and technical suitability requirements|Travel and work eligibility is feasible for Saudi Arabia|Required safety credentials and medical clearance are satisfied,Weekly rate exceeds the maximum production budget,Missing mandatory production skill; Required language not supported,7171.1,,False,,Hard Rejection
MAT-003307,REQ-0067,TAL-0318,True,False,True,True,True,True,True,True,False,True,True,True,True,True,True,46.33,63.0,100.0,88.28,100.0,76.0,90.54,96.0,76.03,40.0,75.16,Not Eligible,Not Eligible,Eligible for the required Production Manager discipline|Available for the complete rehearsal and performance contract window|Meets audition and showreel thresholds|Meets physical and technical suitability requirements|Travel and work eligibility is feasible for Saudi Arabia|Required safety credentials and medical clearance are satisfied,Weekly rate is close to the maximum production budget,Missing mandatory production skill; Required language not supported,3056.6,,False,,Hard Rejection
MAT-003308,REQ-0067,TAL-0495,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,100.0,23.0,100.0,78.93,100.0,76.0,78.72,96.0,62.31,100.0,81.6,Eligible,Good Match,Eligible for the required Production Manager discipline|Meets all mandatory production skills|Available for the complete rehearsal and performance contract window|Meets audition and showreel thresholds|Meets physical and technical suitability requirements|Travel and work eligibility is feasible for Saudi Arabia,Weekly rate exceeds the maximum production budget,,12851.2,,True,5.0,Positive
MAT-003309,REQ-0067,TAL-0102,True,True,True,True,True,True,True,True,False,True,True,True,False,True,True,100.0,58.0,100.0,77.24,100.0,76.0,78.72,96.0,46.92,40.0,85.02,Not Eligible,Not Eligible,Eligible for the required Production Manager discipline|Meets all mandatory production skills|Available for the complete rehearsal and performance contract window|Meets audition and showreel thresholds|Meets physical and technical suitability requirements|Travel and work eligibility is feasible for Saudi Arabia,Weekly rate exceeds the maximum production budget,Required language not supported,779.2,,False,,Hard Rejection
MAT-003310,REQ-0067,TAL-0035,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,100.0,19.0,100.0,84.4,100.0,92.0,78.72,96.0,78.87,100.0,83.33,Eligible,Good Match,Eligible for the required Production Manager discipline|Meets all mandatory production skills|Available for the complete rehearsal and performance contract window|Meets audition and showreel thresholds|Meets physical and technical suitability requirements|Travel and work eligibility is feasible for Saudi Arabia,,,3056.6,,True,3.0,Positive
MAT-003311,REQ-0067,TAL-0006,True,False,False,True,True,True,True,True,False,True,True,True,True,False,True,73.17,23.0,96.43,92.67,100.0,92.0,71.63,96.0,100.0,40.0,76.45,Not Eligible,Not Eligible,Eligible for the required Production Manager discipline|Meets audition and showreel thresholds|Meets physical and technical suitability requirements|Travel and work eligibility is feasible for Saudi Arabia|Required safety credentials and medical clearance are satisfied,,Missing mandatory production skill; Not fully available for the contract window; Required language not supported,12352.2,,False,,Hard Rejection
MAT-003312,REQ-0067,TAL-0058,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,85.33,98.0,100.0,90.97,100.0,76.0,92.76,96.0,97.68,100.0,92.43,Eligible,Excellent Match,Eligible for the required Production Manager discipline|Meets all mandatory production skills|Available for the complete rehearsal and performance contract window|Relevant history across 12 completed productions|Meets audition and showreel thresholds|Meets physical and technical suitability requirements,,,11896.6,,True,1.0,Strong Positive
MAT-003313,REQ-0067,TAL-0211,True,False,True,True,True,True,True,True,False,True,True,True,True,True,True,65.83,23.0,100.0,86.81,100.0,76.0,78.72,96.0,86.08,40.0,73.36,Not Eligible,Not Eligible,Eligible for the required Production Manager discipline|Available for the complete rehearsal and performance contract window|Meets audition and showreel thresholds|Meets physical and technical suitability requirements|Travel and work eligibility is feasible for Saudi Arabia|Required safety credentials and medical clearance are satisfied,,Missing mandatory production skill; Required language not supported,10150.7,,False,,Hard Rejection
