requirement_id,production_id,production_title,production_type,fictional_client_id,required_category,required_primary_role,acceptable_secondary_roles,mandatory_skills,preferred_skills,city,country,latitude,longitude,venue_type,rehearsal_start_date,rehearsal_end_date,technical_rehearsal_start_date,technical_rehearsal_end_date,performance_start_date,performance_end_date,number_of_performances,contract_duration_days,talent_required,ensemble_or_solo,minimum_experience_years,minimum_director_rating,minimum_showreel_score,minimum_audition_score,physical_skill_requirement,aquatic_experience_required,aerial_experience_required,stunt_experience_required,required_safety_certifications,medical_clearance_required,audition_required,passport_validity_months_required,visa_sponsorship_available,required_languages,overnight_rehearsal_required,weekly_budget_min_usd,weekly_budget_max_usd,travel_provided,accommodation_provided,per_diem_usd,production_risk_level,urgency_level,booking_created_date,application_deadline,special_instructions,requirement_status
REQ-0092,PROD-0092,Fundamental needs-based hierarchy Resident Show,Integrated Resort Show,CLI-0027,Performer,Aerial Artist,Musician|Acrobatic Performer,Flying Harness|Height Safety|Aerial Silks|Cue Precision,Bungee Choreography,Jeddah,Saudi Arabia,21.4858,39.1925,Hotel Immersive Venue,2026-10-03,2026-11-01,2026-10-30,2026-11-01,2026-11-02,2026-11-27,15,56,2,Ensemble,3.9,4.2,56.3,74.5,Athletic,False,True,False,Working at Height,True,True,9,True,English,True,2050.0,4050.0,False,True,105.0,High,High,2026-07-01,2026-07-24,Strong ensemble discipline and rapid response to creative notes required.,Auditioning
REQ-0093,PROD-0093,Persevering 24hour time-frame Spectacle,Opening Ceremony,CLI-0010,Performer,Vocalist,,Vocal Endurance|Ensemble Performance|Click Track,Harmony Singing|Character Vocals|In-Ear Monitoring,Orlando,United States,28.5383,-81.3792,Parade Route,2026-09-27,2026-10-06,2026-10-01,2026-10-06,2026-10-07,2026-10-24,46,28,1,Department Lead,14.5,4.2,78.8,71.5,Standard,False,False,False,,False,True,12,True,English|Spanish,False,3300.0,5400.0,True,True,130.0,Medium,Standard,2026-07-07,2026-07-24,Night rehearsals may be scheduled to protect the creative reveal.,Shortlisting
REQ-0094,PROD-0094,Sharable motivating implementation Resident Show,Resident Aquatic Show,CLI-0016,Performer,Motorcycle Stunt Rider,,Precision Riding|Ramp Jumps,Show Cueing,Abu Dhabi,UAE,24.4539,54.3773,Integrated Resort Theatre,2026-08-22,2026-09-05,2026-09-04,2026-09-05,2026-09-06,2026-09-18,32,28,20,Ensemble,10.2,4.4,64.2,67.3,Elite,False,False,True,Stunt Safety Accreditation,True,True,9,True,English,False,4250.0,9150.0,True,True,90.0,High,Standard,2026-07-05,2026-07-18,Role requires cross-department collaboration during technical integration.,Auditioning
REQ-0095,PROD-0095,Upgradable contextually-based adapter Resident Show,Resident Aquatic Show,CLI-0018,Technical,Water Stage Technician,,Underwater Communications|Rescue Procedures|Water Quality,Wet-to-Dry Transitions,Melbourne,Australia,-37.8136,144.9631,Public Waterfront,2026-11-19,2026-12-17,2026-12-15,2026-12-17,2026-12-18,2027-01-13,71,56,1,Department Lead,8.6,0.0,0.0,0.0,Standard,True,False,False,,False,False,12,True,English,True,3300.0,5100.0,True,False,90.0,High,Standard,2026-07-11,2026-07-26,Candidate must attend all rehearsals and technical calls.,Shortlisting
REQ-0096,PROD-0096,Secured high-level time-frame Experience,Immersive Theatre,CLI-0032,Performer,Musician,,Click Track|Sight Reading|Instrument Maintenance,In-Ear Monitoring,Riyadh,Saudi Arabia,24.7136,46.6753,Water Stage,2026-08-11,2026-08-27,2026-08-25,2026-08-27,2026-08-28,2026-09-14,9,35,1,Solo,6.7,4.2,85.1,70.2,Athletic,False,False,False,,False,True,12,True,English,False,2900.0,5000.0,False,True,110.0,Medium,Standard,2026-07-04,2026-07-28,Role requires cross-department collaboration during technical integration.,Auditioning
REQ-0097,PROD-0097,Secured disintermediate Graphic Interface Experience,Resident Aquatic Show,CLI-0010,Performer,Aquatic Performer,High Diver|Aerial Artist,Aquatic Rescue|Underwater Performance|Synchronized Swimming|Water Choreography,Breath Hold|Diving,Riyadh,Saudi Arabia,24.7136,46.6753,Public Waterfront,2027-01-11,2027-01-17,2027-01-12,2027-01-17,2027-01-18,2027-01-24,7,14,2,Ensemble,7.3,4.0,66.2,0.0,Athletic,True,False,False,Professional Diving Certification,True,False,6,True,English,False,2100.0,3700.0,True,False,145.0,High,High,2026-07-15,2026-08-09,Night rehearsals may be scheduled to protect the creative reveal.,Open
REQ-0098,PROD-0098,Up-sized asymmetric protocol Spectacle,Opening Ceremony,CLI-0006,Creative,Choreographer,Projection Designer|Show Director,Parade Choreography|Movement Direction|Cast Staging,Aerial Choreography,Jeddah,Saudi Arabia,21.4858,39.1925,Heritage Site,2026-11-12,2026-11-16,2026-11-12,2026-11-16,2026-11-17,2026-11-25,3,14,20,Ensemble,9.4,3.8,68.3,77.8,Standard,False,False,False,,False,True,9,True,English|Arabic,False,3350.0,6300.0,True,True,75.0,Medium,High,2026-07-02,2026-07-20,Role requires cross-department collaboration during technical integration.,Shortlisting
REQ-0099,PROD-0099,Public-key human-resource core Resident Show,Immersive Theatre,CLI-0061,Creative,Scenic Designer,Lighting Designer|Costume Designer,Fabrication Oversight|Large-Scale Scenography|Material Specification|Scenic Design,Mobile Stage Design|Water Stage Design,Macau,Macau,22.1987,113.5439,Water Stage,2026-08-13,2026-08-23,2026-08-19,2026-08-23,2026-08-24,2026-09-09,20,28,1,Solo,3.5,3.8,60.8,81.4,Standard,False,False,False,,False,True,6,True,English,False,4650.0,7800.0,True,True,145.0,Medium,Critical,2026-07-06,2026-07-16,Role requires cross-department collaboration during technical integration.,Shortlisting
REQ-0100,PROD-0100,Progressive systemic methodology Resident Show,Festival Headline Production,CLI-0048,Production & Operations,Production Coordinator,,Visa Coordination|Cast Logistics|Vendor Coordination|Travel Logistics,Document Control,New York,United States,40.7128,-74.006,Outdoor Urban District,2026-10-27,2026-11-11,2026-11-07,2026-11-11,2026-11-12,2026-11-30,16,35,1,Featured,7.2,4.4,0.0,0.0,Standard,False,True,False,,False,False,9,True,English,True,5250.0,6150.0,True,True,115.0,High,High,2026-07-04,2026-07-26,Candidate must attend all rehearsals and technical calls.,Auditioning
REQ-0101,PROD-0101,Visionary neutral collaboration Experience,Urban Mega-Celebration,CLI-0060,Technical,Audio Engineer,Drone Show Technician|Lighting Programmer,RF Planning|Digital Consoles,Playback Systems|Show Recording|Monitor Mixing,New York,United States,40.7128,-74.006,Integrated Resort Theatre,2026-08-31,2026-09-09,2026-09-06,2026-09-09,2026-09-10,2026-09-27,40,28,1,Featured,10.3,3.8,0.0,0.0,Standard,False,True,False,,False,False,12,True,English,True,4700.0,7000.0,False,True,55.0,High,High,2026-07-03,2026-07-14,Night rehearsals may be scheduled to protect the creative reveal.,Shortlisting
REQ-0102,PROD-0102,Seamless executive Graphic Interface Experience,Themed Entertainment Spectacle,CLI-0029,Creative,Scenic Designer,,Technical Drafting|Large-Scale Scenography,Material Specification|Creative Visualization|Mobile Stage Design,Dubai,UAE,25.2048,55.2708,Hotel Immersive Venue,2026-12-12,2027-01-03,2026-12-29,2027-01-03,2027-01-04,2027-01-22,12,42,4,Ensemble,7.9,3.8,68.5,0.0,Standard,False,False,False,,False,False,12,False,English,False,4500.0,8650.0,True,True,120.0,Medium,Standard,2026-07-12,2026-08-10,International travel documents must be ready before contracting.,Open
REQ-0103,PROD-0103,Open-source secondary Graphic Interface Spectacle,Touring Arena Production,CLI-0077,Performer,Aerial Artist,Dancer|Vocalist,Aerial Straps|Flying Harness|Aerial Silks,Cue Precision|Aerial Hoop|Aerial Conditioning,Dubai,UAE,25.2048,55.2708,Outdoor Urban District,2026-08-26,2026-09-26,2026-09-24,2026-09-26,2026-09-27,2026-11-03,114,70,20,Ensemble,6.1,4.0,62.8,86.8,Standard,False,True,False,Working at Height,True,True,6,True,English,True,2850.0,3600.0,True,True,75.0,High,Critical,2026-07-12,2026-07-26,Night rehearsals may be scheduled to protect the creative reveal.,Open
REQ-0104,PROD-0104,Customizable bandwidth-monitored model Parade,Large-Scale Parade,CLI-0074,Performer,Acrobatic Performer,,Chinese Pole|Harness Work|Hand Balancing,Safety Spotting,Riyadh,Saudi Arabia,24.7136,46.6753,Integrated Resort Theatre,2027-01-02,2027-01-04,2027-01-02,2027-01-04,2027-01-05,2027-01-08,10,7,2,Ensemble,0.5,4.2,85.0,68.1,Athletic,False,False,False,,False,True,6,True,English,False,2750.0,4150.0,True,True,105.0,Medium,Critical,2026-07-05,2026-07-19,International travel documents must be ready before contracting.,Auditioning
REQ-0105,PROD-0105,Switchable asymmetric analyzer Ceremony,Cultural Landmark Ceremony,CLI-0035,Production & Operations,Production Manager,Stage Manager,Opening Readiness|Production Management|Client Reporting,Supplier Management|Master Scheduling,London,United Kingdom,51.5072,-0.1276,Parade Route,2026-10-14,2026-10-20,2026-10-16,2026-10-20,2026-10-21,2026-11-03,30,21,1,Solo,7.5,3.8,0.0,0.0,Standard,False,False,False,,False,False,12,True,English,False,6350.0,11800.0,True,True,130.0,Medium,Critical,2026-07-02,2026-07-09,Production includes complex cueing and strict safety briefings.,Open
REQ-0106,PROD-0106,De-engineered context-sensitive alliance Spectacle,Experiential Dining Show,CLI-0018,Performer,Musician,,Live Performance|Night Rehearsals|Sight Reading|Instrument Maintenance,Click Track|In-Ear Monitoring,Barcelona,Spain,41.3874,2.1686,Heritage Site,2026-12-15,2026-12-27,2026-12-22,2026-12-27,2026-12-28,2027-01-11,26,28,2,Ensemble,7.8,4.2,72.1,65.3,Athletic,False,False,False,,False,True,18,False,English,False,2600.0,4900.0,True,True,75.0,Medium,Standard,2026-07-04,2026-07-24,Candidate must attend all rehearsals and technical calls.,Open
REQ-0107,PROD-0107,Exclusive bi-directional matrix Experience,Large-Scale Parade,CLI-0046,Production & Operations,Safety Manager,Stage Manager,Crowd Safety|Incident Investigation|Regulatory Compliance|Entertainment Safety,Emergency Planning|Working at Height,Paris,France,48.8566,2.3522,Integrated Resort Theatre,2026-09-10,2026-09-27,2026-09-23,2026-09-27,2026-09-28,2026-10-21,6,42,1,Featured,11.5,4.0,0.0,0.0,Standard,False,False,False,,False,False,6,True,English,False,6950.0,15200.0,True,True,45.0,Medium,High,2026-07-02,2026-07-30,Production includes complex cueing and strict safety briefings.,Shortlisting
REQ-0108,PROD-0108,Ergonomic bandwidth-monitored alliance Spectacle,Outdoor Multimedia Spectacle,CLI-0044,Creative,Projection Designer,,Content Mapping|Media Servers|Large-Format Projection|Timecode,Projection Design|Previsualization,Barcelona,Spain,41.3874,2.1686,Water Stage,2026-08-06,2026-08-29,2026-08-26,2026-08-29,2026-08-30,2026-09-30,86,56,1,Featured,5.8,3.8,57.7,73.5,Standard,False,False,False,First Aid,False,True,12,True,English|Spanish,False,4450.0,6600.0,True,True,70.0,Medium,Critical,2026-07-16,2026-08-03,Strong ensemble discipline and rapid response to creative notes required.,Auditioning
REQ-0109,PROD-0109,Re-engineered secondary info-mediaries Spectacle,Festival Headline Production,CLI-0030,Performer,Aerial Artist,Musician|Dancer,Bungee Choreography|Aerial Silks|Height Safety|Aerial Straps,Aerial Hoop|Cue Precision,Dubai,UAE,25.2048,55.2708,Outdoor Urban District,2027-01-14,2027-01-27,2027-01-25,2027-01-27,2027-01-28,2027-02-17,36,35,10,Ensemble,3.2,4.2,85.8,68.0,Athletic,False,True,False,Working at Height,True,True,12,True,English,False,2650.0,3300.0,True,True,100.0,High,High,2026-07-07,2026-07-23,Strong ensemble discipline and rapid response to creative notes required.,Auditioning
REQ-0110,PROD-0110,Switchable mobile moderator Experience,Festival Headline Production,CLI-0011,Technical,Audio Engineer,,Monitor Mixing|RF Planning|System Tuning,Playback Systems|Wireless Coordination,London,United Kingdom,51.5072,-0.1276,Integrated Resort Theatre,2026-12-30,2027-01-13,2027-01-09,2027-01-13,2027-01-14,2027-01-26,20,28,6,Ensemble,7.4,4.0,0.0,0.0,Standard,False,True,False,,False,False,6,True,English,False,3750.0,6150.0,True,False,115.0,High,Critical,2026-07-04,2026-07-29,International travel documents must be ready before contracting.,Shortlisting
REQ-0111,PROD-0111,Secured tangible parallelism Resident Show,Urban Mega-Celebration,CLI-0054,Performer,Aerial Artist,Vocalist|Tightrope Walker,Aerial Straps|Flying Harness,Cue Precision|Height Safety|Bungee Choreography,Abu Dhabi,UAE,24.4539,54.3773,Hotel Immersive Venue,2026-08-13,2026-08-19,2026-08-17,2026-08-19,2026-08-20,2026-08-26,4,14,1,Featured,7.9,4.4,79.4,83.0,Athletic,False,True,False,Working at Height,True,True,6,True,English|Arabic,False,2250.0,3200.0,False,False,75.0,High,Standard,2026-07-15,2026-07-28,Production includes complex cueing and strict safety briefings.,Open
REQ-0112,PROD-0112,Function-based actuating hierarchy Ceremony,Themed Entertainment Spectacle,CLI-0051,Performer,Dancer,Acrobatic Performer|Aerial Artist,Character Movement|Ballet,Bollywood Dance|Jazz Dance,Hong Kong,Hong Kong,22.3193,114.1694,Theme Park,2026-11-05,2026-12-05,2026-12-01,2026-12-05,2026-12-06,2027-01-13,64,70,1,Solo,4.5,4.2,58.7,82.9,Standard,False,False,False,,False,True,6,False,English,False,2850.0,5350.0,True,True,120.0,Medium,Standard,2026-06-30,2026-07-29,Production includes complex cueing and strict safety briefings.,Auditioning
REQ-0113,PROD-0113,Face-to-face real-time structure Parade,Immersive Theatre,CLI-0015,Performer,Dancer,Character Performer|Musician,Ballet|Bollywood Dance,Night Rehearsals|Character Movement|Commercial Dance,Macau,Macau,22.1987,113.5439,Water Stage,2026-08-05,2026-08-19,2026-08-15,2026-08-19,2026-08-20,2026-09-01,20,28,2,Ensemble,5.1,4.6,82.4,78.4,Athletic,False,False,False,,False,True,6,True,English,False,2500.0,2850.0,True,True,40.0,Low,Critical,2026-07-12,2026-08-02,Night rehearsals may be scheduled to protect the creative reveal.,Open
REQ-0114,PROD-0114,Compatible 24/7 database Ceremony,Themed Entertainment Spectacle,CLI-0003,Creative,Show Director,,Narrative Development|Creative Documentation|Stakeholder Presentations|Cue Integration,Opening Readiness|Show Direction,Macau,Macau,22.1987,113.5439,Water Stage,2026-12-03,2026-12-20,2026-12-19,2026-12-20,2026-12-21,2027-01-06,53,35,4,Ensemble,6.7,4.4,86.0,79.9,Standard,False,False,False,,False,True,6,True,English|Portuguese,False,9550.0,16650.0,True,True,105.0,High,Standard,2026-07-06,2026-07-19,Production includes complex cueing and strict safety briefings.,Auditioning
REQ-0115,PROD-0115,Streamlined mobile artificial intelligence Parade,Integrated Resort Show,CLI-0016,Technical,Costume Technician,,Repairs|Waterproofing,Quick Changes|Fittings|Costume Construction,Macau,Macau,22.1987,113.5439,Public Waterfront,2027-01-12,2027-01-22,2027-01-16,2027-01-22,2027-01-23,2027-02-08,16,28,20,Ensemble,8.9,3.8,0.0,0.0,Standard,False,False,False,First Aid,False,False,6,True,English,True,4200.0,4850.0,True,True,35.0,Medium,Standard,2026-07-07,2026-07-12,Role requires cross-department collaboration during technical integration.,Shortlisting
REQ-0116,PROD-0116,Persistent scalable approach Ceremony,Large-Scale Parade,CLI-0004,Production & Operations,Stage Manager,Safety Manager,Incident Reporting|Cast Coordination,Technical Rehearsals|Show Calling|Backstage Coordination,Dubai,UAE,25.2048,55.2708,Purpose-Built Theatre,2026-10-20,2026-11-04,2026-11-01,2026-11-04,2026-11-05,2026-11-30,67,42,2,Ensemble,9.0,4.0,0.0,0.0,Standard,False,False,False,,False,False,18,True,English,True,2750.0,4250.0,False,True,100.0,Medium,High,2026-07-11,2026-07-30,International travel documents must be ready before contracting.,Shortlisting
REQ-0117,PROD-0117,Multi-lateral next generation synergy Resident Show,Urban Mega-Celebration,CLI-0049,Production & Operations,Production Manager,Safety Manager|Stage Manager,Client Reporting|Opening Readiness,Production Management|Master Scheduling,Dubai,UAE,25.2048,55.2708,Purpose-Built Theatre,2026-09-04,2026-09-15,2026-09-14,2026-09-15,2026-09-16,2026-10-01,43,28,2,Ensemble,6.9,4.2,0.0,0.0,Standard,False,False,False,First Aid,False,False,18,True,English,True,6700.0,10100.0,False,True,125.0,Medium,Standard,2026-07-09,2026-08-06,International travel documents must be ready before contracting.,Open
REQ-0118,PROD-0118,Operative holistic utilization Parade,Integrated Resort Show,CLI-0078,Technical,Lighting Programmer,,Fixture Management|Networked Lighting,Moving Lights|Cueing|Troubleshooting,Las Vegas,United States,36.1699,-115.1398,Convention Campus,2026-09-23,2026-10-03,2026-09-29,2026-10-03,2026-10-04,2026-10-13,11,21,10,Ensemble,6.7,4.6,0.0,0.0,Standard,False,False,False,,False,False,12,True,English,False,4800.0,5450.0,True,True,100.0,Medium,Standard,2026-07-02,2026-07-27,Production includes complex cueing and strict safety briefings.,Open
REQ-0119,PROD-0119,Triple-buffered analyzing pricing structure Spectacle,Large-Scale Parade,CLI-0069,Performer,Character Performer,,Movement Direction|Physical Theatre|Parade Performance|Mask Performance,Costume Endurance|Audience Interaction,Macau,Macau,22.1987,113.5439,Purpose-Built Theatre,2026-11-03,2026-11-08,2026-11-06,2026-11-08,2026-11-09,2026-11-16,4,14,1,Department Lead,8.3,0.0,81.5,61.2,Standard,False,False,False,,False,True,12,True,English|Cantonese,False,2700.0,5300.0,True,True,105.0,Medium,Standard,2026-07-15,2026-07-28,Production includes complex cueing and strict safety briefings.,Shortlisting
REQ-0120,PROD-0120,Future-proofed multi-tasking analyzer Parade,Touring Arena Production,CLI-0050,Performer,Musician,,Live Performance|Click Track,In-Ear Monitoring|Night Rehearsals,Sydney,Australia,-33.8688,151.2093,Integrated Resort Theatre,2026-12-26,2026-12-30,2026-12-26,2026-12-30,2026-12-31,2027-01-04,4,10,2,Ensemble,10.8,4.0,66.5,85.5,Standard,False,True,False,,True,True,6,True,English,True,2750.0,4750.0,True,True,105.0,High,Standard,2026-07-04,2026-07-22,Strong ensemble discipline and rapid response to creative notes required.,Open
