credit_id,talent_id,fictional_client_id,production_title,production_type,role,start_date,end_date,city,country,contract_status,number_of_performances,contract_value_usd,rehearsal_attendance_rate,director_rating,technical_readiness_score,safety_compliance_score,incident_recorded,incident_severity,rehire_eligible,early_termination_party,early_termination_reason,skills_used,director_feedback
CRD-00860,TAL-0363,CLI-0136,Object-based full-range solution Spectacle,Large-Scale Parade,Puppeteer,2025-09-01,2026-02-16,Mumbai,India,Completed,1,70115.03,1.0,3.7,100.0,96.9,False,None,False,,,Parade Performance|Backstage Coordination|Ensemble Puppetry|Rod Puppetry,Strong rehearsal discipline and dependable show execution.
CRD-00861,TAL-0009,CLI-0112,Front-line actuating synergy Parade,Opening Ceremony,Drone Show Technician,2022-12-19,2023-02-17,Macau,Macau,Completed,5,70127.75,0.9548,3.59,83.4,100.0,False,None,False,,,Flight Planning|Airspace Coordination,Performance met expectations with minor consistency notes.
CRD-00862,TAL-0389,CLI-0077,Phased encompassing hub Experience,Festival Headline Production,Lighting Programmer,2024-02-14,2024-05-08,Montreal,Canada,Completed,5,44525.19,0.9171,4.18,80.9,100.0,False,None,False,,,Troubleshooting|Show Control|Previsualization|Timecode Programming|Effect Maintenance|GrandMA Programming,Adapted quickly to creative notes and technical changes.
CRD-00863,TAL-0326,CLI-0158,Ameliorated global utilization Ceremony,Themed Entertainment Spectacle,Acrobatic Performer,2025-05-29,2025-07-31,Delhi,India,Completed,10,32633.85,0.9312,3.95,82.7,97.3,False,None,False,,,Harness Work|Ensemble Timing,High-quality contribution with positive ensemble behaviour.
CRD-00864,TAL-0408,CLI-0122,Innovative fault-tolerant focus group Ceremony,Touring Arena Production,Rigger,2025-07-14,2025-09-04,London,United Kingdom,Completed with Notes,100,52083.92,0.9413,4.55,93.0,98.6,False,None,True,,,Wireless Coordination|High-Wire Rigging|Entertainment Rigging,Adapted quickly to creative notes and technical changes.
CRD-00865,TAL-0251,CLI-0016,Pre-emptive tangible software Ceremony,Cultural Landmark Ceremony,Dancer,2023-06-29,2023-12-24,Montreal,Canada,Completed,7,69099.15,0.9761,3.79,90.0,90.8,False,None,False,,,BMX Flatland|Commercial Dance|Audience Interaction|Ensemble Choreography,Strong rehearsal discipline and dependable show execution.
CRD-00866,TAL-0241,CLI-0138,Cross-platform discrete challenge Parade,Resident Aquatic Show,Motorcycle Stunt Rider,2022-04-18,2022-10-04,Barcelona,Spain,Completed,176,43973.4,0.923,3.74,80.5,99.1,False,None,False,,,Show Cueing|Large-Scale Puppetry|Creature Movement|Ramp Jumps,Technically capable but required additional rehearsal support.
CRD-00867,TAL-0278,CLI-0035,Innovative value-added intranet Experience,Integrated Resort Show,Costume Technician,2023-05-17,2023-09-19,Sydney,Australia,Completed,9,73268.99,0.9543,4.31,95.6,97.4,False,None,True,,,Laundry Operations|Waterproofing,Strong rehearsal discipline and dependable show execution.
CRD-00868,TAL-0168,CLI-0074,Vision-oriented fresh-thinking flexibility Parade,Urban Mega-Celebration,Musician,2023-05-09,2023-10-02,Amsterdam,Netherlands,Completed,1,98826.54,0.9609,4.11,96.1,100.0,False,None,False,,,Rod Puppetry|Sight Reading|Ensemble Performance,Adapted quickly to creative notes and technical changes.
CRD-00869,TAL-0449,CLI-0094,Upgradable intangible portal Show,Urban Mega-Celebration,Tightrope Walker,2024-06-16,2024-10-04,Paris,France,Early Termination,0,102351.68,0.9132,2.13,82.0,100.0,False,None,False,Talent,Medical restriction,High Wire|Height Rescue Familiarity|Wind Assessment,Technically capable but required additional rehearsal support.
CRD-00870,TAL-0095,CLI-0145,Stand-alone background core Show,Resident Aquatic Show,Automation Technician,2022-08-03,2022-12-15,Delhi,India,Completed,28,63674.31,0.9806,4.23,95.3,97.7,False,None,True,,,Troubleshooting|Motion Control|Preventive Maintenance|Cue Programming,Performance met expectations with minor consistency notes.
CRD-00871,TAL-0450,CLI-0109,Organic didactic installation Show,Opening Ceremony,Lighting Designer,2024-12-04,2025-05-21,Berlin,Germany,Completed with Notes,2,210409.59,0.944,4.67,91.1,100.0,False,None,True,,,Laser Integration|Show Control,Performance met expectations with minor consistency notes.
CRD-00872,TAL-0389,CLI-0067,User-centric mobile task-force Experience,Festival Headline Production,Lighting Programmer,2022-02-23,2022-03-16,Las Vegas,United States,Completed,18,12419.02,0.8835,4.2,82.4,100.0,False,None,False,,,Previsualization|Show Control|Troubleshooting|Cueing|Effect Maintenance,Reliable under pressure and recommended for future productions.
CRD-00873,TAL-0010,CLI-0107,Programmable holistic approach Show,Touring Arena Production,Audio Engineer,2022-10-24,2023-03-01,Montreal,Canada,Completed,41,143186.59,1.0,4.69,100.0,93.2,False,None,True,,,Playback Systems|System Tuning|Wireless Coordination|Flame Effects|Confetti Systems,Technically capable but required additional rehearsal support.
CRD-00874,TAL-0027,CLI-0066,Profound cohesive architecture Spectacle,Touring Arena Production,Aerial Artist,2025-12-23,2026-05-07,Montreal,Canada,Completed,107,71498.72,0.9466,4.19,86.5,98.6,False,None,True,,,Aerial Conditioning|Aerial Straps|Bungee Choreography,Strong rehearsal discipline and dependable show execution.
CRD-00875,TAL-0373,CLI-0023,Integrated tertiary middleware Ceremony,Urban Mega-Celebration,Tightrope Walker,2023-09-06,2023-10-01,Hong Kong,Hong Kong,Early Termination,0,9123.26,0.983,3.26,76.5,98.0,False,None,False,Mutual,Medical restriction,Prop Handling|Creature Movement|Backstage Coordination,Technically capable but required additional rehearsal support.
CRD-00876,TAL-0003,CLI-0125,Open-architected client-driven time-frame Experience,Integrated Resort Show,Strap Artist,2023-10-27,2024-03-21,Tokyo,Japan,Completed,11,38676.92,0.9262,3.67,73.3,99.3,False,None,False,,,Flying Systems|Height Safety|Landing Technique|Tumbling|Strength Acrobatics,Adapted quickly to creative notes and technical changes.
CRD-00877,TAL-0254,CLI-0123,Progressive non-volatile algorithm Experience,Outdoor Multimedia Spectacle,Drone Show Technician,2024-10-10,2025-01-29,Tokyo,Japan,Completed,14,140420.45,0.9634,3.5,100.0,99.7,False,None,False,,,Airspace Coordination|Show Programming|GNSS Systems,Strong rehearsal discipline and dependable show execution.
CRD-00878,TAL-0368,CLI-0121,Enhanced content-based customer loyalty Parade,Resident Aquatic Show,Strap Artist,2025-08-07,2025-11-28,Paris,France,Completed,38,58173.34,1.0,4.18,80.1,81.8,False,None,True,,,Rigging Awareness|Partner Straps|Dynamic Drops|Aerial Straps|Cue Precision,Adapted quickly to creative notes and technical changes.
CRD-00879,TAL-0183,CLI-0142,Centralized dynamic alliance Experience,Large-Scale Parade,Parkour Artist,2023-02-01,2023-05-16,Manila,Philippines,Completed,16,73902.26,0.9459,4.78,79.6,92.3,False,None,True,,,Parkour|Urban Choreography|Freerunning|Precision Jumps|Safety Spotting,Adapted quickly to creative notes and technical changes.
CRD-00880,TAL-0183,CLI-0084,Persevering actuating hierarchy Show,Large-Scale Parade,Parkour Artist,2024-10-20,2024-12-13,Manila,Philippines,Completed,19,33737.26,0.936,4.28,90.2,99.5,False,None,True,,,Urban Choreography|Precision Jumps|Safety Spotting|Parkour,Strong rehearsal discipline and dependable show execution.
CRD-00881,TAL-0392,CLI-0092,Triple-buffered dedicated focus group Spectacle,Urban Mega-Celebration,Tightrope Walker,2025-02-13,2025-08-10,Buenos Aires,Argentina,Completed,2,175720.66,0.8925,4.99,87.4,100.0,False,None,False,,,Harness Work|Height Rescue Familiarity|Balance Performance|Tightrope|High Wire,Reliable under pressure and recommended for future productions.
CRD-00882,TAL-0272,CLI-0047,Multi-layered maximized middleware Show,Immersive Theatre,Costume Designer,2024-03-23,2024-04-16,Orlando,United States,Completed with Notes,20,21901.9,0.9347,5.0,100.0,98.7,False,None,False,,,Vendor Coordination|Character Design|Costume Design|Quick-Change Planning,Adapted quickly to creative notes and technical changes.
CRD-00883,TAL-0066,CLI-0167,Object-based scalable capability Experience,Large-Scale Parade,Acrobatic Performer,2024-10-14,2025-03-02,Manila,Philippines,Completed,12,87899.73,0.9418,4.16,84.2,91.6,False,None,True,,,Chinese Pole|Hand Balancing|Ensemble Timing|Safety Spotting|Wet Stage Movement,Strong rehearsal discipline and dependable show execution.
CRD-00884,TAL-0351,CLI-0048,Synergized 4thgeneration encoding Show,Urban Mega-Celebration,Drone Show Technician,2026-01-14,2026-04-17,Orlando,United States,Completed with Notes,3,102550.13,0.9935,4.47,98.6,100.0,False,None,True,,,Explosive Safety|Authority Coordination,High-quality contribution with positive ensemble behaviour.
CRD-00885,TAL-0181,CLI-0106,Multi-layered mobile policy Ceremony,Opening Ceremony,Projection Designer,2022-01-01,2022-03-19,Berlin,Germany,Completed,7,61040.53,0.9298,4.08,100.0,98.9,False,None,False,,,Media Servers|Creative Content Integration|Timecode|Projection Design,Technically capable but required additional rehearsal support.
CRD-00886,TAL-0487,CLI-0107,Organized context-sensitive leverage Show,Urban Mega-Celebration,Pyrotechnics Technician,2024-05-26,2024-11-24,Hong Kong,Hong Kong,Completed,3,73157.75,1.0,4.15,86.0,100.0,False,None,True,,,Timecode Programming|Fixture Management|Troubleshooting|GrandMA Programming|Authority Coordination,Strong rehearsal discipline and dependable show execution.
CRD-00887,TAL-0010,CLI-0110,Reverse-engineered neutral hardware Show,Integrated Resort Show,Audio Engineer,2021-12-22,2022-03-02,Mumbai,India,Completed,2,85434.9,0.9805,4.87,92.2,90.2,False,None,True,,,System Tuning|Confetti Systems|Flame Effects|Wireless Coordination|Playback Systems,Reliable under pressure and recommended for future productions.
CRD-00888,TAL-0402,CLI-0097,Monitored cohesive firmware Parade,Large-Scale Parade,Trampoline Artist,2025-11-18,2026-04-03,Paris,France,Completed,20,98206.32,0.9968,4.97,93.2,98.9,False,None,False,,,Harness Familiarity|Trampoline,Technically capable but required additional rehearsal support.
CRD-00889,TAL-0140,CLI-0093,User-friendly system-worthy array Spectacle,Urban Mega-Celebration,Tightrope Walker,2022-08-26,2022-09-16,Buenos Aires,Argentina,Completed with Notes,15,16045.57,1.0,4.93,95.5,97.1,False,None,False,,,High Wire|Wind Assessment,Adapted quickly to creative notes and technical changes.
CRD-00890,TAL-0058,CLI-0090,Horizontal 4thgeneration info-mediaries Spectacle,Festival Headline Production,Production Coordinator,2022-09-12,2023-03-13,Dubai,UAE,Completed,20,116692.45,0.9581,4.33,72.9,96.1,False,None,True,,,Travel Logistics|Visa Coordination|Budget Tracking|Vendor Coordination|Production Scheduling,Performance met expectations with minor consistency notes.
CRD-00891,TAL-0027,CLI-0077,Business-focused cohesive orchestration Spectacle,Themed Entertainment Spectacle,Aerial Artist,2021-12-29,2022-05-29,Buenos Aires,Argentina,Completed,19,89937.88,0.966,4.41,94.7,100.0,False,None,True,,,Ensemble Performance|Cue Precision|Bungee Choreography|Aerial Conditioning|Click Track|Aerial Straps,Performance met expectations with minor consistency notes.
CRD-00892,TAL-0162,CLI-0004,Vision-oriented didactic definition Spectacle,Opening Ceremony,Aerial Artist,2022-05-08,2022-09-03,Melbourne,Australia,Completed,15,39577.85,0.9439,4.55,90.6,84.3,True,Minor,False,,,Rod Puppetry|Backstage Coordination|Large-Scale Puppetry,Performance met expectations with minor consistency notes.
CRD-00893,TAL-0389,CLI-0022,Stand-alone directional service-desk Parade,Festival Headline Production,SFX Technician,2024-03-13,2024-05-17,Delhi,India,Early Termination,1,42085.23,0.896,3.55,96.0,98.7,False,None,False,Talent,Production scope change,Confetti Systems|Effect Maintenance|Cueing|GrandMA Programming|Timecode Programming,Strong rehearsal discipline and dependable show execution.
CRD-00894,TAL-0312,CLI-0089,Expanded encompassing projection Experience,Large-Scale Parade,BMX Rider,2024-06-28,2024-08-20,Sydney,Australia,Completed,13,22417.33,1.0,4.37,82.5,99.0,False,None,True,,,Parade Performance|Teeterboard|Protective Equipment,Strong rehearsal discipline and dependable show execution.
CRD-00895,TAL-0225,CLI-0042,Open-source multimedia adapter Show,Cultural Landmark Ceremony,Character Performer,2023-04-02,2023-06-08,Delhi,India,Completed,21,34794.71,0.9049,3.95,87.9,85.7,False,None,False,,,Live Performance|Night Rehearsals|Physical Theatre|Parade Performance|Movement Direction,High-quality contribution with positive ensemble behaviour.
CRD-00896,TAL-0179,CLI-0074,Vision-oriented zero administration software Spectacle,Urban Mega-Celebration,Aerial Artist,2025-12-09,2026-03-17,Macau,Macau,Completed,14,45858.68,1.0,3.95,70.3,92.2,False,None,False,,,Height Safety|Aerial Hoop,Adapted quickly to creative notes and technical changes.
CRD-00897,TAL-0374,CLI-0045,Advanced methodical capacity Experience,Resident Aquatic Show,Hydraulics Technician,2024-06-19,2024-10-02,Barcelona,Spain,Completed,57,41165.4,0.9664,5.0,80.2,98.0,False,None,True,,,Hydraulic Systems|Pressure Testing|Safety Lockouts|Preventive Maintenance|Technical Documentation,Adapted quickly to creative notes and technical changes.
CRD-00898,TAL-0422,CLI-0097,Stand-alone context-sensitive policy Show,Immersive Theatre,Scenic Designer,2022-09-21,2023-01-20,Amsterdam,Netherlands,Completed,8,118517.95,0.9605,4.98,90.8,100.0,False,None,True,,,Large-Scale Scenography|Material Specification|Creative Documentation|Creative Visualization|Fabrication Oversight,High-quality contribution with positive ensemble behaviour.
CRD-00899,TAL-0427,CLI-0046,Advanced directional extranet Spectacle,Immersive Theatre,Character Performer,2022-01-08,2022-05-07,Sydney,Australia,Completed,15,71574.41,0.947,4.38,85.4,95.3,False,None,True,,,Mask Performance|Improvisation|Dynamic Drops,Reliable under pressure and recommended for future productions.
CRD-00900,TAL-0073,CLI-0125,Robust fault-tolerant structure Spectacle,Urban Mega-Celebration,Dancer,2024-11-09,2024-12-14,Mumbai,India,Completed,4,12741.12,0.9284,4.09,82.3,100.0,False,None,False,,,Ensemble Choreography|Night Rehearsals|Movement Direction|Bollywood Dance,Adapted quickly to creative notes and technical changes.
CRD-00901,TAL-0224,CLI-0151,Triple-buffered secondary focus group Ceremony,Opening Ceremony,Pyrotechnics Technician,2023-07-22,2023-10-26,Orlando,United States,Completed,12,41914.45,0.9092,4.25,90.9,98.5,False,None,False,,,Weather Monitoring|Explosive Safety,Strong rehearsal discipline and dependable show execution.
CRD-00902,TAL-0341,CLI-0007,Optimized homogeneous hardware Show,Integrated Resort Show,Costume Technician,2025-06-15,2025-07-29,Amsterdam,Netherlands,Completed,1,24038.79,0.939,5.0,100.0,94.2,False,None,True,,,Quick Changes|Costume Construction|Fittings|Show Running,Technically capable but required additional rehearsal support.
CRD-00903,TAL-0464,CLI-0138,Persevering eco-centric data-warehouse Ceremony,Touring Arena Production,Rigger,2025-03-03,2025-05-10,Hong Kong,Hong Kong,Completed,145,70894.66,0.9358,4.11,69.1,99.7,False,None,False,,,Load Calculations|Water Stage Rigging|Inspection Documentation|Aerial Rigging|Rescue Planning,Strong rehearsal discipline and dependable show execution.
CRD-00904,TAL-0346,CLI-0080,Persistent exuding service-desk Experience,Urban Mega-Celebration,Tightrope Walker,2023-04-19,2023-07-13,Las Vegas,United States,Completed,5,106209.4,0.9584,4.61,87.3,100.0,False,None,True,,,Long-Line Walking|Night Rehearsals|Tightrope,Reliable under pressure and recommended for future productions.
CRD-00905,TAL-0254,CLI-0146,Programmable regional infrastructure Experience,Outdoor Multimedia Spectacle,Drone Show Technician,2025-04-26,2025-10-03,Toronto,Canada,Completed,11,242405.57,1.0,4.55,100.0,96.2,False,None,True,,,Weather Monitoring|Show Programming|Fleet Management|Airspace Coordination|GNSS Systems,Technically capable but required additional rehearsal support.
CRD-00906,TAL-0283,CLI-0007,Reduced bi-directional ability Show,Resident Aquatic Show,Aquatic Performer,2025-01-29,2025-07-20,Buenos Aires,Argentina,Completed with Notes,45,85925.21,0.9291,4.22,88.9,100.0,False,None,False,,,Underwater Performance|Aquatic Rescue|Safety Protocols|Synchronized Swimming|Breath Hold|Height Safety,Performance met expectations with minor consistency notes.
CRD-00907,TAL-0321,CLI-0025,Profound stable hub Ceremony,Resident Aquatic Show,High Diver,2025-09-19,2026-02-21,Dubai,UAE,Early Termination,1,137716.34,0.9647,3.62,88.9,100.0,True,Minor,False,Production,Performance readiness gap,Platform Diving|Dive Choreography,High-quality contribution with positive ensemble behaviour.
CRD-00908,TAL-0356,CLI-0149,Realigned secondary policy Show,Resident Aquatic Show,High Diver,2023-01-29,2023-03-13,Johannesburg,South Africa,Completed,70,36165.02,0.9815,5.0,89.4,96.2,False,None,False,,,Safety Briefings|Dive Choreography|Water Entry Technique|Wet-to-Dry Transitions,Reliable under pressure and recommended for future productions.
CRD-00909,TAL-0419,CLI-0007,Robust executive framework Ceremony,Festival Headline Production,SFX Technician,2023-01-22,2023-03-12,Riyadh,Saudi Arabia,Completed,17,17414.08,0.9816,4.42,94.2,98.7,False,None,True,,,Special Effects|Effect Maintenance,Technically capable but required additional rehearsal support.
CRD-00910,TAL-0206,CLI-0106,Synergized bi-directional matrices Parade,Touring Arena Production,Rigger,2024-07-14,2024-12-03,Johannesburg,South Africa,Completed,28,171770.23,0.9917,4.8,100.0,91.4,False,None,True,,,Temporary Structures|Aerial Rigging,Adapted quickly to creative notes and technical changes.
CRD-00911,TAL-0468,CLI-0177,Cloned global focus group Experience,Large-Scale Parade,BMX Rider,2022-06-15,2022-12-21,Macau,Macau,Completed with Notes,6,146991.82,0.9657,4.44,100.0,94.8,False,None,True,,,Risk Assessment|BMX Ramp|Precision Riding|BMX Flatland|Jump Sequences,Strong rehearsal discipline and dependable show execution.
CRD-00912,TAL-0379,CLI-0006,Sharable fresh-thinking focus group Ceremony,Immersive Theatre,Vocalist,2023-01-20,2023-04-18,Sydney,Australia,Completed,16,46042.0,0.9026,5.0,100.0,100.0,False,None,False,,,In-Ear Monitoring|Ensemble Performance,Adapted quickly to creative notes and technical changes.
CRD-00913,TAL-0027,CLI-0115,Fundamental solution-oriented structure Show,Themed Entertainment Spectacle,Aerial Artist,2022-03-10,2022-06-02,Singapore,Singapore,Completed,13,53017.94,0.9716,4.21,85.2,100.0,False,None,True,,,Cue Precision|Aerial Conditioning|Ensemble Performance|Aerial Straps|Click Track,Technically capable but required additional rehearsal support.
CRD-00914,TAL-0150,CLI-0130,Streamlined exuding core Experience,Large-Scale Parade,BMX Rider,2024-08-25,2024-12-09,Orlando,United States,Completed,8,32547.36,0.9655,4.11,75.6,98.9,False,None,False,,,Precision Riding|Protective Equipment|Parade Performance|Risk Assessment|BMX Ramp,Reliable under pressure and recommended for future productions.
CRD-00915,TAL-0240,CLI-0139,Distributed multi-state task-force Ceremony,Integrated Resort Show,Audio Engineer,2026-02-04,2026-04-23,Mumbai,India,Completed,15,35562.51,0.9115,4.95,76.5,96.9,False,None,False,,,RF Planning|Monitor Mixing|Wireless Coordination|Entertainment Rigging,Adapted quickly to creative notes and technical changes.
CRD-00916,TAL-0043,CLI-0041,Front-line analyzing workforce Show,Urban Mega-Celebration,Lighting Programmer,2024-06-20,2024-09-11,Singapore,Singapore,Completed,4,44384.66,1.0,3.68,87.7,99.4,False,None,False,,,Cueing|Timecode Programming|Troubleshooting|Fixture Management,Technically capable but required additional rehearsal support.
CRD-00917,TAL-0094,CLI-0092,Right-sized impactful protocol Parade,Urban Mega-Celebration,Tightrope Walker,2023-05-02,2023-10-16,Delhi,India,Completed,3,115153.44,0.8941,4.35,91.8,93.0,False,None,False,,,Breath Control|Tightrope,Reliable under pressure and recommended for future productions.
CRD-00918,TAL-0044,CLI-0093,Intuitive systemic challenge Ceremony,Touring Arena Production,Dancer,2022-07-24,2022-11-01,Barcelona,Spain,Completed,77,37413.87,0.9394,4.45,79.4,94.8,False,None,False,,,Bollywood Dance|Flying Harness,Performance met expectations with minor consistency notes.
CRD-00919,TAL-0066,CLI-0170,Up-sized 4thgeneration projection Ceremony,Resident Aquatic Show,Acrobatic Performer,2025-04-08,2025-04-24,London,United Kingdom,Completed with Notes,9,12419.87,0.9243,3.99,100.0,87.2,False,None,False,,,Hand Balancing|Safety Spotting|Ensemble Timing|Chinese Pole,Strong rehearsal discipline and dependable show execution.
CRD-00920,TAL-0355,CLI-0068,Proactive explicit firmware Show,Resident Aquatic Show,Aquatic Performer,2023-05-03,2023-06-08,Riyadh,Saudi Arabia,Completed with Notes,20,15208.88,0.9145,4.41,81.7,100.0,False,None,False,,,Wet Stage Movement|Water Choreography|Breath Hold|Parade Performance|Underwater Performance,High-quality contribution with positive ensemble behaviour.
CRD-00921,TAL-0468,CLI-0103,Operative impactful info-mediaries Ceremony,Resident Aquatic Show,Aquatic Performer,2025-12-22,2026-03-02,Dubai,UAE,Completed,9,53190.54,0.9475,4.23,100.0,100.0,False,None,True,,,Precision Riding|BMX Ramp|Choreographed Riding|Risk Assessment|BMX Flatland,Adapted quickly to creative notes and technical changes.
CRD-00922,TAL-0295,CLI-0158,User-centric 5thgeneration paradigm Parade,Urban Mega-Celebration,Rigger,2026-02-23,2026-05-29,Singapore,Singapore,Completed,17,37969.9,0.8994,4.41,81.0,100.0,False,None,False,,,Quick Changes|High-Wire Rigging,High-quality contribution with positive ensemble behaviour.
CRD-00923,TAL-0470,CLI-0133,Triple-buffered object-oriented core Ceremony,Outdoor Multimedia Spectacle,Broadcast Technician,2023-02-26,2023-08-26,Seoul,South Korea,Completed,21,158241.92,0.9839,3.95,89.3,100.0,False,None,False,,,CO2 Effects|Effect Maintenance|Flame Effects|Special Effects,Strong rehearsal discipline and dependable show execution.
CRD-00924,TAL-0368,CLI-0045,Mandatory uniform structure Show,Themed Entertainment Spectacle,Strap Artist,2021-09-22,2022-03-21,Cape Town,South Africa,Completed,14,83385.16,0.9633,3.74,88.8,73.3,False,None,False,,,Cue Precision|Dynamic Drops|Aerial Straps|Rigging Awareness|Strength Acrobatics|Partner Straps,Strong rehearsal discipline and dependable show execution.
CRD-00925,TAL-0216,CLI-0073,Face-to-face systemic monitoring Ceremony,Themed Entertainment Spectacle,Show Director,2023-07-13,2023-08-26,Abu Dhabi,UAE,Completed,20,54974.6,0.912,4.69,88.0,80.6,True,Minor,False,,,Creative Documentation|Cue Integration|Narrative Development,Performance met expectations with minor consistency notes.
CRD-00926,TAL-0144,CLI-0116,Sharable zero tolerance leverage Experience,Immersive Theatre,Bungee Performer,2023-12-21,2024-02-09,Las Vegas,United States,Completed,18,33654.11,0.9699,4.23,91.6,83.9,False,None,True,,,Bungee Choreography|Aerial Timing,Strong rehearsal discipline and dependable show execution.
CRD-00927,TAL-0162,CLI-0069,Synchronized heuristic middleware Experience,Large-Scale Parade,Puppeteer,2021-10-23,2022-04-23,Mumbai,India,Completed,20,70188.95,0.929,4.09,74.3,90.3,False,None,False,,,Backstage Coordination|Rod Puppetry|Large-Scale Puppetry|Aerial Conditioning|Bungee Choreography|Prop Handling,Strong rehearsal discipline and dependable show execution.
CRD-00928,TAL-0441,CLI-0029,Innovative composite protocol Spectacle,Festival Headline Production,Vocalist,2022-04-17,2022-04-30,Bangkok,Thailand,Completed with Notes,3,5895.2,0.9382,4.11,84.4,98.9,False,None,False,,,In-Ear Monitoring|Multilingual Repertoire|Click Track|Live Vocals,Technically capable but required additional rehearsal support.
CRD-00929,TAL-0491,CLI-0061,Realigned contextually-based frame Show,Resident Aquatic Show,Motorcycle Stunt Rider,2025-04-08,2025-04-24,Dubai,UAE,Completed,116,14619.97,0.9152,3.77,75.6,96.4,False,None,False,,,Choreographed Riding|Motorcycle Stunts|Precision Riding|Protective Equipment|Risk Assessment|Aerial Silks,Strong rehearsal discipline and dependable show execution.
CRD-00930,TAL-0397,CLI-0142,Cross-platform methodical capacity Parade,Outdoor Multimedia Spectacle,Broadcast Technician,2024-03-19,2024-04-21,Manila,Philippines,Completed,4,24481.75,0.9742,4.04,70.4,91.5,False,None,False,,,Timecode|Replay Systems,Performance met expectations with minor consistency notes.
CRD-00931,TAL-0336,CLI-0035,User-centric empowering success Experience,Immersive Theatre,Dancer,2022-04-05,2022-08-04,Amsterdam,Netherlands,Completed,21,96059.54,0.9717,4.92,88.1,97.7,False,None,True,,,Character Movement|Ballet|Bollywood Dance,Performance met expectations with minor consistency notes.
CRD-00932,TAL-0092,CLI-0130,Realigned well-modulated contingency Experience,Large-Scale Parade,BMX Rider,2023-02-22,2023-04-15,Manila,Philippines,Completed,16,10168.79,1.0,4.55,76.3,100.0,False,None,False,,,Protective Equipment|Choreographed Riding|Risk Assessment,Adapted quickly to creative notes and technical changes.
CRD-00933,TAL-0233,CLI-0033,Synergized full-range projection Show,Large-Scale Parade,Trampoline Artist,2026-05-06,2026-06-28,Abu Dhabi,UAE,Completed,21,13656.1,0.9476,4.55,95.9,100.0,False,None,True,,,Wall Trampoline|Ensemble Timing|Landing Technique,Strong rehearsal discipline and dependable show execution.
CRD-00934,TAL-0064,CLI-0152,Cross-group directional help-desk Parade,Outdoor Multimedia Spectacle,Aerial Artist,2023-08-04,2023-10-13,Dubai,UAE,Completed,16,26889.07,0.9697,4.85,74.3,100.0,False,None,False,,,Cue Precision|Flying Harness,Reliable under pressure and recommended for future productions.
CRD-00935,TAL-0408,CLI-0149,Face-to-face value-added function Spectacle,Integrated Resort Show,Audio Engineer,2022-09-07,2022-11-30,Orlando,United States,Completed,14,106227.85,0.8978,3.78,94.5,95.8,False,None,False,,,Entertainment Rigging|Rescue Planning,Strong rehearsal discipline and dependable show execution.
CRD-00936,TAL-0365,CLI-0098,Operative zero tolerance groupware Experience,Resident Aquatic Show,Automation Technician,2023-03-15,2023-09-11,Hong Kong,Hong Kong,Completed,109,191010.68,0.9961,5.0,92.9,100.0,False,None,True,,,Motion Control|Waterproofing|Stage Automation|Hydraulic Integration|Preventive Maintenance,Strong rehearsal discipline and dependable show execution.
CRD-00937,TAL-0381,CLI-0131,Multi-layered empowering paradigm Parade,Opening Ceremony,Strap Artist,2024-08-05,2024-09-29,Hong Kong,Hong Kong,Completed,19,26917.4,0.9164,4.86,100.0,96.8,False,None,False,,,Ensemble Timing|Strength Acrobatics|Landing Technique,Technically capable but required additional rehearsal support.
CRD-00938,TAL-0105,CLI-0119,Implemented maximized capability Show,Immersive Theatre,Scenic Designer,2023-05-22,2023-10-26,New York,United States,Completed,8,88385.58,0.889,4.27,80.5,91.1,False,None,False,,,Show Maintenance|Water Stage Design|Large-Scale Scenography|Performance Reports,High-quality contribution with positive ensemble behaviour.
CRD-00939,TAL-0151,CLI-0019,Phased actuating productivity Parade,Resident Aquatic Show,Motorcycle Stunt Rider,2023-01-08,2023-06-28,Dubai,UAE,Completed,68,157032.65,0.9457,4.0,100.0,96.2,False,None,False,,,Show Cueing|Protective Equipment|Ramp Jumps,Strong rehearsal discipline and dependable show execution.
CRD-00940,TAL-0493,CLI-0176,Reduced optimal process improvement Ceremony,Large-Scale Parade,Props & Fabrication Specialist,2022-08-10,2022-10-28,Singapore,Singapore,Completed,11,64436.05,0.9679,5.0,88.3,100.0,False,None,True,,,Sculpting|Large-Scale Puppets|Composite Materials|Technical Drawings,Technically capable but required additional rehearsal support.
CRD-00941,TAL-0397,CLI-0078,Compatible methodical core Parade,Outdoor Multimedia Spectacle,Broadcast Technician,2024-07-03,2024-10-24,Bangkok,Thailand,Completed,19,84841.0,0.9596,4.47,92.5,98.9,False,None,False,,,Signal Routing|Timecode|Live Broadcast,Performance met expectations with minor consistency notes.
CRD-00942,TAL-0258,CLI-0118,Profit-focused bottom-line software Spectacle,Urban Mega-Celebration,Rigger,2022-08-09,2022-11-18,Macau,Macau,Completed,4,63799.77,0.9895,5.0,100.0,99.8,False,None,True,,,Load Calculations|Aerial Rigging,Performance met expectations with minor consistency notes.
CRD-00943,TAL-0386,CLI-0043,Multi-tiered multi-tasking framework Experience,Outdoor Multimedia Spectacle,Drone Show Technician,2022-12-02,2023-01-25,Berlin,Germany,Completed with Notes,19,56618.51,0.948,4.51,86.8,98.0,False,None,True,,,Airspace Coordination|Weather Monitoring,High-quality contribution with positive ensemble behaviour.
